Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
4,039;5.36;78.58;34.48;6.05;109.84;35.60;6.74;140.31;38.03;6.82;155.39;40.38;-11.87;130.67;37.81;-20.32;103.54;29.90;-22.42;79.13;34.33;-22.41;72.29;36.25;24.64;130.56;37.04;31.84;103.91;25.07;33.16;79.84;24.91;31.74;73.17;24.37;-3.19;78.54;38.48;-3.42;41.33;40.69;-4.08;6.19;39.91;-1.28;-2.24;47.67;13.99;78.59;38.11;17.20;42.53;46.32;17.89;8.93;29.68;18.44;1.54;39.30
4,073;5.15;78.64;35.76;5.85;109.93;37.13;6.55;140.41;39.81;6.57;155.46;42.26;-12.04;130.68;39.60;-20.49;103.73;31.86;-22.49;79.28;36.44;-22.40;72.34;38.51;24.49;130.76;38.75;31.64;104.28;26.00;33.01;80.42;25.00;31.68;73.67;24.50;-3.40;78.54;39.77;-3.55;41.27;41.03;-4.17;6.32;39.91;-1.40;-2.13;47.62;13.78;78.71;39.39;17.56;42.90;49.27;18.70;9.02;35.30;19.09;1.42;44.47
4,105;5.06;78.64;37.04;5.80;109.96;38.71;6.56;140.49;41.70;6.52;155.48;44.16;-12.04;130.65;41.50;-20.54;103.87;33.69;-22.42;79.44;38.44;-22.28;72.44;40.60;24.47;130.91;40.51;31.52;104.60;27.06;32.92;80.85;25.33;31.68;74.16;24.97;-3.49;78.51;41.05;-3.64;41.21;41.34;-4.25;6.46;39.88;-1.55;-2.02;47.58;13.69;78.75;40.66;17.88;42.77;51.67;19.42;8.72;41.12;19.61;1.04;49.93
4,139;5.05;78.62;38.30;5.84;109.98;40.26;6.64;140.53;43.54;6.66;155.50;46.03;-11.95;130.64;43.29;-20.45;104.02;35.47;-22.25;79.55;40.34;-22.04;72.51;42.52;24.56;130.96;42.34;31.52;104.82;28.29;32.92;81.12;26.03;31.83;74.60;25.71;-3.50;78.47;42.27;-3.69;41.14;41.70;-4.33;6.61;39.84;-1.53;-2.19;46.97;13.68;78.73;41.95;18.13;42.25;53.63;19.92;8.32;46.88;20.06;0.84;56.06
4,173;5.13;78.54;39.65;6.00;109.95;41.87;6.89;140.54;45.41;6.98;155.49;47.98;-11.70;130.67;45.14;-20.21;104.19;37.22;-21.99;79.63;42.20;-21.74;72.64;44.31;24.81;130.95;44.22;31.67;104.93;29.77;33.05;81.41;26.98;32.06;74.82;26.71;-3.40;78.41;43.60;-3.68;41.01;42.22;-4.39;6.75;39.79;-1.56;-2.39;46.37;13.74;78.64;43.31;18.32;41.60;55.16;20.33;7.83;52.21;20.29;0.85;62.53
4,207;5.28;78.41;41.07;6.28;109.85;43.53;7.30;140.47;47.30;7.46;155.46;49.86;-11.31;130.70;46.98;-19.85;104.32;38.93;-21.69;79.78;43.75;-21.35;72.74;45.89;25.21;130.82;46.15;31.94;104.96;31.35;33.23;81.36;28.33;32.33;74.87;28.01;-3.23;78.32;44.99;-3.63;40.82;42.84;-4.43;6.88;39.77;-1.82;-2.31;46.34;13.88;78.48;44.77;18.42;40.86;56.29;20.50;7.41;56.94;20.41;0.78;68.00
4,239;5.53;78.23;42.61;6.70;109.70;45.29;7.90;140.36;49.29;8.10;155.37;51.73;-10.75;130.70;48.86;-19.39;104.39;40.59;-21.29;79.87;45.18;-20.94;72.80;47.34;25.73;130.59;48.13;32.33;104.86;33.23;33.50;81.24;29.96;32.70;74.73;29.66;-2.97;78.17;46.51;-3.55;40.57;43.64;-4.43;6.99;39.82;-2.07;-2.27;46.33;14.09;78.25;46.31;18.47;40.13;57.24;20.46;7.09;60.93;20.27;0.93;72.78
4,274;5.81;78.03;44.17;7.19;109.56;47.01;8.58;140.27;51.15;8.86;155.28;53.59;-10.10;130.68;50.71;-18.85;104.39;42.13;-20.81;80.03;46.59;-20.46;72.89;48.65;26.36;130.32;50.05;32.83;104.63;35.34;33.91;80.86;31.97;33.13;74.42;31.67;-2.66;78.03;48.05;-3.44;40.32;44.55;-4.41;7.10;39.95;-2.29;-2.24;46.30;14.35;78.02;47.89;18.49;39.48;58.03;20.32;6.74;64.09;20.14;0.96;76.57
4,307;6.13;77.86;45.74;7.73;109.44;48.73;9.34;140.19;53.01;9.73;155.20;55.49;-9.35;130.67;52.55;-18.19;104.35;43.57;-20.26;80.09;47.89;-19.90;72.97;49.77;27.09;130.05;52.06;33.43;104.26;37.75;34.42;80.27;34.34;33.66;73.98;34.04;-2.33;77.90;49.61;-3.29;39.99;45.52;-4.37;7.16;40.13;-2.64;-1.63;47.57;14.64;77.80;49.49;18.51;38.92;58.76;20.08;6.35;66.43;19.97;0.84;79.42
4,339;6.49;77.74;47.40;8.33;109.35;50.50;10.18;140.15;54.90;10.65;155.17;57.31;-8.55;130.75;54.30;-17.43;104.32;45.00;-19.66;80.22;49.05;-19.26;73.13;50.78;27.88;129.78;54.11;34.03;103.86;40.34;35.08;79.86;37.29;34.25;73.43;36.83;-1.96;77.81;51.19;-3.12;39.55;46.62;-4.27;7.17;40.38;-2.92;-1.06;48.89;14.98;77.64;51.23;18.47;38.61;59.48;19.73;6.16;67.88;19.74;0.77;81.25
4,373;6.92;77.68;49.13;8.97;109.33;52.27;11.02;140.14;56.70;11.60;155.17;59.13;-7.71;130.87;56.01;-16.57;104.42;46.43;-19.00;80.26;50.09;-18.52;73.34;51.68;28.70;129.56;56.15;34.65;103.50;43.23;35.77;79.42;40.58;34.94;72.85;40.04;-1.50;77.80;52.88;-2.91;39.10;47.93;-4.15;7.10;40.71;-3.20;-0.55;50.32;15.38;77.55;53.00;18.42;38.57;60.21;19.39;6.07;68.59;19.41;0.78;82.31
4,406;7.42;77.68;50.87;9.67;109.35;54.05;11.90;140.19;58.52;12.54;155.22;60.86;-6.89;131.01;57.65;-15.71;104.50;47.75;-18.29;80.48;51.02;-17.74;73.54;52.45;29.53;129.35;58.21;35.23;103.21;46.22;36.51;78.93;44.19;35.63;72.31;43.64;-1.00;77.82;54.54;-2.70;38.67;49.44;-4.15;7.03;41.37;-3.21;-0.60;51.03;15.86;77.51;54.82;18.40;38.63;60.96;19.13;6.05;68.89;19.01;0.89;83.00
4,440;8.01;77.74;52.64;10.39;109.42;55.80;12.75;140.27;60.26;13.41;155.30;62.53;-6.08;131.18;59.22;-14.82;104.62;48.99;-17.50;80.57;51.90;-16.88;73.79;53.15;30.29;129.24;60.18;35.82;102.91;49.45;37.19;78.47;48.14;36.34;71.81;47.68;-0.42;77.92;56.26;-2.51;38.46;51.33;-4.11;6.97;42.19;-3.20;-0.72;51.50;16.43;77.54;56.64;18.44;38.69;61.77;18.99;6.09;68.96;18.73;0.71;82.83
4,472;8.62;77.86;54.34;11.10;109.54;57.47;13.54;140.38;61.90;14.21;155.43;64.18;-5.35;131.38;60.68;-13.95;104.76;50.14;-16.67;80.74;52.74;-16.01;74.10;53.81;31.01;129.20;62.13;36.39;102.69;52.70;37.93;78.24;52.38;37.03;71.42;52.06;0.19;78.09;57.91;-2.37;38.37;53.38;-4.02;6.89;43.12;-3.11;-0.68;52.75;17.04;77.62;58.39;18.62;38.88;62.69;18.98;6.22;68.83;18.61;0.57;82.29
4,507;9.24;78.04;55.96;11.77;109.69;59.07;14.26;140.50;63.46;14.92;155.58;65.79;-4.70;131.60;62.04;-13.06;104.94;51.26;-15.84;81.02;53.51;-15.14;74.40;54.45;31.68;129.24;64.06;37.01;102.63;56.21;38.60;78.10;56.93;37.64;71.15;56.82;0.81;78.31;59.47;-2.25;38.48;55.77;-3.89;6.88;44.35;-3.22;-0.69;53.97;17.66;77.74;60.07;18.85;39.08;63.59;19.06;6.40;68.61;18.63;0.36;81.42
4,539;9.86;78.24;57.55;12.42;109.86;60.64;14.93;140.62;65.02;15.54;155.74;67.38;-4.09;131.83;63.35;-12.20;105.07;52.38;-14.97;81.15;54.28;-14.31;74.70;55.12;32.28;129.37;66.01;37.55;102.73;59.59;39.14;78.15;61.74;38.18;71.07;61.88;1.42;78.57;60.97;-2.18;38.69;58.38;-3.75;7.00;45.97;-3.24;-0.67;55.51;18.26;77.88;61.77;19.12;39.28;64.51;19.17;6.63;68.35;18.68;0.19;80.49
4,574;10.49;78.47;59.25;13.03;110.04;62.23;15.52;140.74;66.50;16.04;155.85;68.92;-3.57;132.02;64.55;-11.40;105.24;53.44;-14.15;81.23;55.03;-13.56;74.95;55.79;32.81;129.52;67.84;38.08;102.96;62.99;39.55;78.23;66.67;38.60;71.18;67.12;2.05;78.86;62.57;-2.15;39.00;61.17;-3.64;7.32;48.26;-2.97;-0.96;56.72;18.87;78.04;63.56;19.40;39.48;65.41;19.30;6.86;68.08;18.80;-0.01;79.53
4,607;11.05;78.68;60.82;13.60;110.20;63.75;16.08;140.86;67.97;16.47;155.98;70.42;-3.10;132.18;65.73;-10.68;105.34;54.41;-13.40;81.26;55.79;-12.90;75.13;56.56;33.23;129.70;69.68;38.57;103.24;66.29;39.85;78.50;71.49;38.88;71.39;72.38;2.61;79.14;64.04;-2.17;39.62;64.34;-3.66;7.73;51.13;-2.80;-1.08;58.68;19.42;78.18;65.22;19.68;39.68;66.35;19.43;7.03;67.84;18.98;-0.25;78.60
4,640;11.51;78.88;62.34;14.09;110.35;65.21;16.60;140.95;69.38;16.83;156.09;71.85;-2.67;132.30;66.91;-10.02;105.43;55.41;-12.75;81.29;56.56;-12.36;75.28;57.39;33.59;129.90;71.44;39.05;103.52;69.46;40.02;78.97;76.16;39.03;71.76;77.65;3.08;79.41;65.47;-2.18;40.20;67.38;-3.52;8.06;54.44;-2.78;-0.93;61.75;19.87;78.29;66.83;19.94;39.90;67.36;19.54;7.17;67.63;19.24;-0.53;77.71
4,674;11.86;79.06;63.86;14.50;110.49;66.63;17.06;141.04;70.71;17.15;156.16;73.28;-2.29;132.39;68.10;-9.43;105.47;56.46;-12.19;81.26;57.39;-11.94;75.42;58.32;33.90;130.09;73.18;39.46;103.84;72.51;40.10;79.65;80.72;39.05;72.31;82.81;3.43;79.66;66.93;-2.12;40.74;70.34;-3.37;8.37;58.17;-2.89;-0.35;66.14;20.19;78.40;68.41;20.15;40.15;68.40;19.64;7.31;67.44;19.46;-0.59;77.20
4,707;12.07;79.20;65.34;14.81;110.60;68.06;17.46;141.11;72.08;17.42;156.21;74.71;-1.96;132.45;69.37;-8.94;105.47;57.56;-11.71;81.21;58.35;-11.61;75.45;59.35;34.17;130.24;74.91;39.75;104.22;75.37;40.12;80.42;85.11;38.95;73.00;87.80;3.66;79.87;68.33;-1.99;41.06;73.11;-3.29;8.55;62.53;-2.99;0.17;71.17;20.39;78.47;69.98;20.23;40.34;69.50;19.69;7.41;67.31;19.63;-0.49;77.07
4,740;12.22;79.29;66.92;15.06;110.67;69.57;17.81;141.16;73.53;17.65;156.25;76.12;-1.66;132.48;70.68;-8.55;105.48;58.73;-11.32;81.06;59.43;-11.35;75.44;60.47;34.39;130.36;76.61;39.91;104.63;78.00;40.03;81.20;89.13;38.77;73.74;92.45;3.81;80.02;69.83;-1.76;41.19;75.81;-3.22;8.74;67.47;-3.01;0.78;76.74;20.53;78.49;71.62;20.21;40.45;70.59;19.67;7.44;67.29;19.85;-0.47;77.00
4,773;12.32;79.32;68.59;15.25;110.70;71.13;18.08;141.18;74.98;17.83;156.25;77.58;-1.39;132.48;72.05;-8.26;105.48;60.00;-11.02;80.90;60.64;-11.19;75.41;61.68;34.54;130.42;78.26;39.96;104.97;80.40;39.90;82.01;92.79;38.52;74.46;96.66;3.93;80.12;71.46;-1.47;41.21;78.39;-3.15;8.64;72.79;-2.94;1.28;82.76;20.62;78.46;73.33;20.12;40.47;71.74;19.61;7.40;67.37;20.09;-0.54;77.01
4,807;12.40;79.29;70.25;15.41;110.68;72.72;18.30;141.17;76.50;17.97;156.22;79.06;-1.19;132.43;73.59;-8.05;105.46;61.31;-10.86;80.78;61.95;-11.11;75.33;63.07;34.67;130.42;79.90;39.93;105.22;82.64;39.69;82.74;95.99;38.19;75.09;100.41;4.02;80.13;73.09;-1.13;41.11;81.00;-3.04;8.71;78.01;-2.94;1.79;88.52;20.69;78.38;75.01;19.95;40.38;72.93;19.51;7.20;67.57;20.27;-0.76;77.14
4,841;12.47;79.18;71.91;15.51;110.60;74.32;18.44;141.12;78.03;18.07;156.16;80.56;-1.05;132.34;75.14;-7.93;105.46;62.81;-10.83;80.70;63.42;-11.12;75.25;64.57;34.75;130.38;81.51;39.83;105.39;84.64;39.44;83.33;98.74;37.80;75.62;103.64;4.09;80.06;74.77;-0.74;40.83;83.37;-2.71;8.81;83.10;-2.99;2.28;94.34;20.74;78.24;76.65;19.73;40.23;74.20;19.38;6.89;67.85;20.41;-1.06;77.40
4,874;12.54;78.99;73.72;15.57;110.46;76.04;18.49;141.02;79.65;18.09;156.08;82.13;-0.99;132.25;76.81;-7.93;105.38;64.42;-10.94;80.84;65.22;-11.18;75.05;66.23;34.78;130.24;83.14;39.68;105.50;86.50;39.16;83.69;101.16;37.37;75.96;106.32;4.15;79.88;76.62;-0.28;40.38;85.62;-2.41;8.54;88.30;-2.99;2.63;100.12;20.81;78.05;78.42;19.52;39.94;75.42;19.26;6.50;68.26;20.50;-1.50;77.69
4,907;12.59;78.76;75.53;15.57;110.29;77.77;18.44;140.89;81.30;18.05;155.97;83.72;-1.01;132.09;78.55;-8.03;105.25;66.11;-11.07;80.66;67.19;-11.34;74.88;68.01;34.74;130.06;84.75;39.46;105.53;88.17;38.86;83.82;103.20;36.92;76.04;108.43;4.20;79.64;78.49;0.18;39.92;87.78;-2.09;8.34;92.99;-2.87;2.87;105.19;20.88;77.83;80.18;19.33;39.55;76.64;19.16;6.06;68.78;20.53;-2.03;78.01
4,940;12.66;78.51;77.46;15.51;110.08;79.63;18.27;140.72;83.08;17.94;155.82;85.36;-1.11;131.92;80.38;-8.23;105.15;67.95;-11.36;80.76;69.19;-11.59;74.64;69.90;34.62;129.86;86.36;39.18;105.44;89.73;38.52;83.70;104.80;36.51;75.86;109.97;4.26;79.37;80.42;0.61;39.31;89.93;-1.64;8.15;97.21;-2.77;2.93;109.57;20.95;77.61;82.11;19.18;39.12;77.94;19.08;5.58;69.44;20.53;-2.59;78.52
4,972;12.73;78.25;79.47;15.41;109.86;81.51;17.99;140.53;84.84;17.70;155.65;87.08;-1.31;131.75;82.25;-8.54;105.00;69.89;-11.73;80.82;71.27;-11.93;74.43;71.94;34.41;129.63;87.98;38.88;105.25;91.15;38.16;83.39;106.00;36.11;75.43;110.94;4.31;79.07;82.52;1.02;38.85;91.95;-1.18;8.04;100.70;-2.43;2.90;113.10;21.04;77.39;84.05;19.09;38.68;79.27;19.02;5.11;70.22;20.50;-3.24;78.88
5,005;12.81;78.01;81.48;15.27;109.65;83.40;17.66;140.35;86.62;17.37;155.49;88.86;-1.62;131.57;84.24;-8.96;104.84;72.05;-12.22;80.87;73.39;-12.38;74.14;74.08;34.14;129.41;89.63;38.49;104.92;92.43;37.77;82.83;106.87;35.75;74.88;111.38;4.38;78.78;84.56;1.40;38.50;93.97;-0.74;8.04;103.42;-2.04;2.79;115.73;21.13;77.20;86.01;19.03;38.26;80.68;18.98;4.67;71.01;20.50;-3.87;79.14
5,037;12.88;77.81;83.58;15.09;109.47;85.36;17.22;140.18;88.45;16.94;155.37;90.66;-2.03;131.43;86.21;-9.46;104.67;74.27;-12.78;80.90;75.70;-12.87;73.94;76.29;33.78;129.25;91.32;38.07;104.58;93.55;37.39;82.12;107.36;35.44;74.19;111.29;4.43;78.53;86.74;1.75;38.41;95.93;-0.32;7.98;105.52;-1.63;2.59;117.72;21.22;77.07;88.05;19.03;37.87;82.11;18.95;4.32;71.81;20.55;-4.42;79.28
5,072;12.90;77.68;85.76;14.82;109.35;87.39;16.69;140.07;90.32;16.42;155.29;92.52;-2.55;131.31;88.32;-10.05;104.45;76.61;-13.38;80.92;78.09;-13.46;73.71;78.62;33.35;129.15;93.03;37.61;104.25;94.57;37.02;81.33;107.50;35.19;73.46;110.75;4.42;78.34;89.00;2.03;38.40;97.78;0.00;7.70;107.13;-1.23;2.24;119.17;21.26;76.99;90.14;19.07;37.56;83.72;18.93;4.09;72.61;20.63;-4.85;79.38
5,104;12.83;77.63;88.00;14.48;109.31;89.45;16.07;140.03;92.22;15.82;155.24;94.43;-3.12;131.22;90.42;-10.71;104.27;79.00;-14.00;80.82;80.55;-14.13;73.49;81.10;32.88;129.10;94.74;37.15;103.91;95.47;36.66;80.50;107.32;34.98;72.78;109.82;4.32;78.24;91.31;2.22;38.38;99.60;0.25;7.51;108.10;-0.85;1.86;119.92;21.22;76.99;92.32;19.15;37.35;85.60;18.92;4.08;73.55;20.77;-5.04;79.60
5,137;12.66;77.66;90.27;14.05;109.34;91.57;15.40;140.05;94.18;15.16;155.26;96.42;-3.76;131.16;92.66;-11.44;104.21;81.52;-14.68;80.79;83.04;-14.84;73.30;83.72;32.35;129.14;96.53;36.67;103.60;96.24;36.36;79.77;106.85;34.82;72.22;108.59;4.13;78.21;93.60;2.27;38.35;101.35;0.48;7.47;108.64;-0.51;1.50;120.22;21.08;77.09;94.57;19.24;37.42;88.09;19.02;4.31;74.76;20.55;-4.28;81.66
5,172;12.42;77.76;92.49;13.59;109.44;93.68;14.71;140.14;96.18;14.47;155.34;98.45;-4.42;131.15;94.82;-12.21;104.23;84.06;-15.41;80.89;85.71;-15.57;73.18;86.53;31.79;129.25;98.33;36.22;103.35;96.89;36.13;79.18;106.18;34.72;71.88;107.18;3.86;78.23;95.89;2.19;38.47;103.05;0.65;7.39;109.01;-0.24;1.17;120.41;20.88;77.28;96.72;19.35;37.62;90.98;19.19;4.69;76.17;20.93;-3.99;82.58
5,204;12.06;77.94;94.66;13.07;109.60;95.76;14.05;140.27;98.16;13.79;155.46;100.50;-5.09;131.15;97.02;-13.01;104.25;86.64;-16.13;80.91;88.56;-16.31;73.15;89.46;31.21;129.42;100.18;35.81;103.18;97.44;35.98;78.88;105.29;34.69;71.71;105.67;3.46;78.32;98.15;1.99;38.66;104.63;0.69;7.30;109.28;-0.08;0.87;120.50;20.57;77.53;98.79;19.50;38.14;94.48;19.49;5.40;78.22;21.16;-3.40;83.99
5,237;11.62;78.14;96.77;12.53;109.79;97.84;13.41;140.43;100.20;13.14;155.62;102.55;-5.70;131.18;99.25;-13.80;104.36;89.27;-16.86;81.01;91.55;-17.03;73.20;92.57;30.69;129.66;101.98;35.46;103.10;97.94;35.89;78.77;104.31;34.71;71.75;104.19;2.98;78.43;100.32;1.68;38.78;106.04;0.71;7.17;109.49;-0.10;0.58;120.54;20.18;77.82;100.83;19.64;38.77;98.22;19.92;6.12;80.77;21.65;-2.68;86.51
5,272;11.14;78.36;98.75;12.00;110.00;99.84;12.83;140.63;102.22;12.57;155.81;104.61;-6.22;131.26;101.48;-14.53;104.54;91.82;-17.53;81.22;94.65;-17.72;73.35;95.83;30.22;129.93;103.73;35.19;103.15;98.41;35.85;78.89;103.34;34.78;72.00;102.81;2.46;78.56;102.37;1.31;38.78;107.20;0.70;7.04;109.66;-0.20;0.27;120.52;19.74;78.12;102.76;19.76;39.64;102.35;20.38;6.91;84.04;21.99;-1.84;90.06
5,304;10.63;78.58;100.65;11.51;110.22;101.82;12.36;140.84;104.27;12.12;155.99;106.73;-6.64;131.34;103.69;-15.21;104.79;94.45;-18.17;81.50;97.80;-18.36;73.50;99.19;29.84;130.20;105.48;34.99;103.26;98.87;35.87;79.17;102.45;34.89;72.44;101.63;1.92;78.71;104.31;0.92;38.75;108.20;0.66;6.91;109.80;-0.34;-0.02;120.46;19.28;78.40;104.61;19.91;40.52;106.44;20.77;7.65;87.97;22.29;-0.89;94.68
5,339;10.17;78.79;102.39;11.10;110.41;103.72;12.01;141.01;106.35;11.78;156.17;108.87;-6.93;131.44;105.92;-15.80;105.07;97.05;-18.70;81.84;100.91;-18.88;73.72;102.52;29.54;130.48;107.23;34.87;103.45;99.37;35.96;79.59;101.72;35.03;72.86;100.68;1.43;78.86;106.10;0.53;38.75;109.04;0.61;6.81;109.89;-0.49;-0.24;120.39;18.85;78.66;106.30;20.09;41.24;110.50;21.10;8.16;92.61;22.46;-0.02;100.24
5,372;9.76;78.97;103.99;10.78;110.58;105.55;11.79;141.15;108.40;11.61;156.32;111.01;-7.10;131.54;108.15;-16.27;105.38;99.65;-19.09;82.24;103.97;-19.29;73.99;105.79;29.37;130.74;108.95;34.84;103.67;99.92;36.11;80.05;101.16;35.25;73.32;100.01;1.01;79.01;107.75;0.18;38.89;109.78;0.54;6.76;109.93;-0.62;-0.39;120.32;18.48;78.87;107.84;20.25;41.69;114.19;21.42;8.40;98.03;22.75;0.28;105.90
5,404;9.45;79.09;105.49;10.59;110.69;107.33;11.71;141.24;110.47;11.61;156.40;113.17;-7.12;131.64;110.35;-16.60;105.61;102.21;-19.34;82.54;106.86;-19.56;74.28;108.89;29.33;130.96;110.61;34.90;103.93;100.57;36.25;80.52;100.76;35.52;73.72;99.62;0.69;79.13;109.31;-0.08;39.10;110.44;0.48;6.75;109.92;-0.76;-0.49;120.20;18.18;79.00;109.28;20.40;41.84;117.42;21.74;8.49;103.95;22.94;0.46;112.03
5,441;9.25;79.14;106.93;10.52;110.73;109.08;11.78;141.27;112.54;11.78;156.45;115.35;-7.02;131.71;112.62;-16.79;105.81;104.76;-19.45;82.77;109.64;-19.69;74.51;111.82;29.44;131.10;112.31;35.06;104.17;101.36;36.46;80.89;100.62;35.84;74.07;99.56;0.51;79.19;110.79;-0.25;39.28;111.03;0.44;6.78;109.87;-0.88;-0.52;120.04;17.97;79.03;110.68;20.53;41.43;120.21;22.09;8.27;110.04;22.95;0.90;119.30
5,472;9.22;79.11;108.40;10.62;110.71;110.85;12.01;141.25;114.59;12.12;156.44;117.46;-6.79;131.77;114.83;-16.82;105.95;107.25;-19.44;82.93;112.27;-19.66;74.66;114.52;29.69;131.16;114.02;35.34;104.32;102.34;36.72;81.10;100.82;36.20;74.32;99.83;0.50;79.20;112.31;-0.37;39.42;111.62;0.41;6.83;109.78;-1.00;-0.52;119.88;17.91;78.96;112.11;20.63;40.73;122.44;22.32;7.73;116.11;22.94;0.97;126.45
5,504;9.35;79.02;109.98;10.85;110.63;112.65;12.33;141.18;116.63;12.63;156.39;119.55;-6.45;131.78;116.98;-16.73;105.99;109.63;-19.34;82.97;114.70;-19.50;74.74;116.98;30.05;131.13;115.80;35.70;104.34;103.51;37.08;81.17;101.41;36.58;74.37;100.47;0.65;79.17;113.92;-0.43;39.50;112.30;0.37;6.89;109.71;-1.13;-0.51;119.71;18.02;78.82;113.65;20.74;39.79;124.27;22.37;7.07;121.80;22.92;0.68;132.75
5,539;9.53;78.89;111.61;11.18;110.52;114.47;12.80;141.08;118.64;13.28;156.30;121.59;-5.99;131.77;119.08;-16.49;106.02;111.91;-19.09;82.97;116.87;-19.22;74.77;119.17;30.51;131.02;117.60;36.16;104.22;104.94;37.49;81.12;102.30;36.98;74.25;101.50;0.87;79.09;115.62;-0.43;39.40;113.10;0.31;6.91;109.73;-1.27;-0.55;119.64;18.16;78.64;115.22;20.85;38.77;125.83;22.42;6.39;126.84;22.84;0.53;138.67
5,571;9.73;78.76;113.30;11.58;110.39;116.31;13.40;140.95;120.63;14.06;156.19;123.55;-5.43;131.80;121.10;-16.09;106.05;114.03;-18.73;82.95;118.88;-18.84;74.79;121.16;31.09;130.89;119.43;36.69;104.04;106.68;37.97;80.99;103.67;37.41;74.02;102.91;1.11;79.03;117.35;-0.35;39.20;114.03;0.26;6.84;109.87;-1.39;-0.67;119.68;18.32;78.45;116.86;20.94;37.87;127.27;22.55;5.82;131.07;22.79;0.33;143.52
5,604;10.00;78.64;115.08;12.05;110.29;118.17;14.06;140.85;122.56;14.92;156.12;125.45;-4.80;131.84;122.99;-15.56;106.06;115.97;-18.27;82.89;120.71;-18.35;74.81;122.94;31.75;130.73;121.29;37.22;103.77;108.64;38.48;80.75;105.45;37.86;73.71;104.77;1.43;78.97;119.19;-0.22;39.02;115.05;0.21;6.72;110.13;-1.56;-0.92;119.71;18.53;78.27;118.58;21.02;37.14;128.55;22.67;5.40;134.32;22.79;0.19;147.27
5,639;10.35;78.56;116.97;12.59;110.23;120.06;14.78;140.81;124.46;15.82;156.11;127.34;-4.13;131.95;124.87;-14.91;106.14;117.77;-17.72;82.90;122.38;-17.75;74.87;124.51;32.49;130.60;123.19;37.75;103.49;110.94;39.05;80.46;107.85;38.30;73.22;107.12;1.82;78.95;121.11;-0.06;38.83;116.23;0.14;6.51;110.55;-1.73;-1.27;119.84;18.83;78.13;120.45;21.15;36.61;129.77;22.73;5.07;136.59;22.89;-0.31;149.33
5,672;10.79;78.55;118.87;13.18;110.25;121.94;15.50;140.85;126.31;16.71;156.18;129.16;-3.43;132.10;126.63;-14.19;106.25;119.39;-17.10;82.99;123.89;-17.05;75.00;125.89;33.25;130.52;125.10;38.28;103.29;113.52;39.59;80.22;110.65;38.76;72.84;109.93;2.29;78.98;123.01;0.08;38.60;117.63;0.09;6.32;111.06;-1.92;-1.64;119.95;19.23;78.08;122.34;21.33;36.45;130.88;22.67;4.87;138.03;22.93;-0.84;150.40
5,705;11.35;78.66;120.83;13.83;110.37;123.80;16.22;140.98;128.08;17.55;156.30;130.93;-2.72;132.33;128.33;-13.38;106.49;120.89;-16.42;83.15;125.20;-16.27;75.19;127.09;34.02;130.53;127.09;38.81;103.17;116.28;40.12;80.03;113.92;39.19;72.54;113.17;2.87;79.12;124.94;0.27;38.44;119.44;0.06;6.13;111.72;-2.04;-1.97;120.36;19.75;78.15;124.33;21.53;36.54;131.88;22.54;4.85;138.74;22.84;-0.81;151.42
5,737;11.94;78.86;122.75;14.49;110.57;125.65;16.95;141.16;129.86;18.35;156.47;132.71;-2.04;132.59;129.95;-12.56;106.80;122.23;-15.66;83.38;126.36;-15.42;75.46;128.14;34.76;130.61;129.09;39.32;103.11;119.21;40.63;79.91;117.57;39.57;72.23;116.86;3.47;79.34;126.85;0.44;38.52;121.71;0.03;6.05;112.71;-2.26;-2.18;120.99;20.31;78.32;126.26;21.78;36.77;132.88;22.47;5.03;138.89;22.73;-0.97;151.19
