Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,000;1.45;79.23;-5.17;4.11;110.66;-2.04;6.75;141.38;2.26;6.65;156.14;4.27;-12.55;132.83;-0.71;-19.27;104.06;-9.53;-21.06;80.90;-5.22;-19.92;75.53;-3.96;23.73;130.05;4.45;27.56;102.74;-0.54;26.78;78.83;2.50;24.63;71.51;3.30;-6.66;79.79;-2.13;-9.35;42.36;-5.01;-10.08;8.55;-5.15;-13.85;0.17;2.56;9.72;78.64;-0.64;11.10;43.28;1.59;11.63;8.97;-2.82;12.30;0.00;5.41
0,022;1.44;79.23;-5.20;4.11;110.66;-2.07;6.75;141.39;2.21;6.65;156.15;4.21;-12.55;132.82;-0.75;-19.27;104.06;-9.56;-21.01;80.88;-5.24;-19.86;75.51;-3.94;23.70;130.02;4.45;27.57;102.74;-0.56;26.78;78.80;2.49;24.66;71.49;3.27;-6.67;79.79;-2.16;-9.35;42.37;-5.02;-10.08;8.56;-5.15;-14.01;0.24;2.55;9.71;78.63;-0.66;11.11;43.27;1.58;11.62;8.98;-2.83;12.31;0.01;5.42
0,043;1.43;79.22;-5.22;4.10;110.66;-2.11;6.75;141.40;2.16;6.66;156.16;4.17;-12.54;132.79;-0.76;-19.27;104.05;-9.60;-20.97;80.88;-5.29;-19.80;75.51;-4.00;23.67;129.99;4.45;27.59;102.74;-0.58;26.78;78.78;2.47;24.67;71.51;3.25;-6.68;79.78;-2.19;-9.35;42.38;-5.03;-10.09;8.58;-5.15;-14.20;0.32;2.51;9.70;78.62;-0.67;11.13;43.26;1.58;11.60;8.98;-2.83;12.34;0.02;5.42
0,073;1.42;79.22;-5.24;4.10;110.66;-2.14;6.75;141.40;2.12;6.66;156.17;4.13;-12.53;132.78;-0.78;-19.26;104.05;-9.63;-20.93;80.87;-5.35;-19.79;75.49;-4.05;23.65;129.95;4.45;27.60;102.74;-0.60;26.79;78.77;2.45;24.67;71.57;3.25;-6.69;79.78;-2.21;-9.35;42.38;-5.04;-10.09;8.59;-5.14;-14.34;0.38;2.49;9.69;78.61;-0.69;11.14;43.25;1.58;11.57;8.98;-2.84;12.39;0.04;5.43
0,106;1.40;79.21;-5.25;4.09;110.66;-2.16;6.76;141.41;2.09;6.67;156.18;4.09;-12.52;132.75;-0.79;-19.25;104.03;-9.65;-20.88;80.85;-5.39;-19.80;75.51;-4.07;23.63;129.93;4.45;27.62;102.74;-0.61;26.79;78.76;2.45;24.66;71.62;3.28;-6.71;79.78;-2.23;-9.35;42.38;-5.05;-10.09;8.60;-5.14;-14.38;0.40;2.48;9.67;78.60;-0.70;11.15;43.25;1.57;11.57;8.99;-2.83;12.42;0.05;5.42
0,139;1.39;79.20;-5.27;4.09;110.66;-2.18;6.76;141.41;2.07;6.68;156.19;4.06;-12.52;132.73;-0.81;-19.24;104.03;-9.67;-20.83;80.83;-5.42;-19.80;75.47;-4.10;23.62;129.91;4.45;27.64;102.74;-0.63;26.79;78.76;2.44;24.66;71.64;3.28;-6.72;79.77;-2.24;-9.35;42.38;-5.06;-10.09;8.61;-5.13;-14.41;0.42;2.47;9.66;78.59;-0.71;11.16;43.25;1.57;11.56;8.98;-2.83;12.46;0.05;5.44
0,175;1.38;79.19;-5.28;4.08;110.66;-2.19;6.76;141.41;2.07;6.69;156.20;4.03;-12.51;132.72;-0.82;-19.23;104.02;-9.70;-20.81;80.81;-5.48;-19.81;75.36;-4.12;23.62;129.88;4.45;27.66;102.73;-0.64;26.79;78.75;2.44;24.64;71.64;3.25;-6.72;79.76;-2.27;-9.36;42.38;-5.07;-10.10;8.61;-5.13;-14.42;0.44;2.52;9.64;78.58;-0.72;11.16;43.24;1.57;11.54;8.97;-2.83;12.50;0.04;5.45
0,206;1.37;79.17;-5.30;4.08;110.65;-2.21;6.76;141.41;2.05;6.70;156.20;4.01;-12.51;132.70;-0.83;-19.22;104.02;-9.71;-20.79;80.79;-5.53;-19.84;75.33;-4.14;23.61;129.87;4.44;27.67;102.73;-0.65;26.79;78.74;2.43;24.65;71.63;3.22;-6.72;79.74;-2.29;-9.36;42.37;-5.08;-10.11;8.61;-5.12;-14.42;0.46;2.56;9.63;78.56;-0.73;11.17;43.24;1.57;11.51;8.94;-2.83;12.55;0.04;5.47
0,239;1.37;79.16;-5.31;4.08;110.65;-2.22;6.76;141.42;2.05;6.71;156.21;3.99;-12.50;132.68;-0.84;-19.21;104.02;-9.74;-20.78;80.78;-5.56;-19.84;75.32;-4.13;23.60;129.86;4.44;27.69;102.72;-0.66;26.79;78.74;2.43;24.65;71.61;3.21;-6.72;79.73;-2.31;-9.36;42.36;-5.08;-10.10;8.60;-5.12;-14.46;0.48;2.59;9.62;78.55;-0.74;11.19;43.24;1.57;11.47;8.92;-2.84;12.60;0.04;5.49
0,274;1.37;79.15;-5.32;4.08;110.65;-2.22;6.75;141.41;2.04;6.72;156.21;3.97;-12.49;132.67;-0.85;-19.20;104.01;-9.75;-20.77;80.78;-5.58;-19.89;75.33;-4.13;23.60;129.86;4.44;27.70;102.72;-0.66;26.79;78.73;2.43;24.63;71.59;3.21;-6.72;79.72;-2.32;-9.36;42.35;-5.09;-10.10;8.57;-5.12;-14.34;0.42;2.64;9.61;78.55;-0.74;11.20;43.24;1.57;11.44;8.89;-2.85;12.65;0.04;5.51
0,306;1.36;79.15;-5.32;4.07;110.65;-2.23;6.75;141.41;2.04;6.73;156.21;3.96;-12.49;132.66;-0.86;-19.19;104.00;-9.76;-20.76;80.77;-5.57;-19.90;75.37;-4.04;23.60;129.86;4.44;27.72;102.70;-0.67;26.79;78.72;2.44;24.63;71.60;3.22;-6.72;79.71;-2.33;-9.36;42.35;-5.09;-10.10;8.55;-5.12;-14.30;0.39;2.67;9.60;78.54;-0.74;11.20;43.24;1.57;11.41;8.86;-2.85;12.68;0.03;5.53
0,339;1.37;79.14;-5.33;4.08;110.65;-2.24;6.75;141.40;2.03;6.74;156.22;3.95;-12.48;132.66;-0.87;-19.18;104.00;-9.77;-20.76;80.77;-5.58;-19.90;75.33;-4.05;23.63;129.89;4.42;27.74;102.68;-0.67;26.78;78.72;2.44;24.63;71.61;3.17;-6.71;79.70;-2.33;-9.36;42.34;-5.09;-10.11;8.53;-5.12;-14.14;0.32;2.71;9.61;78.54;-0.75;11.20;43.24;1.57;11.39;8.83;-2.86;12.70;0.02;5.56
0,372;1.38;79.14;-5.33;4.08;110.64;-2.24;6.75;141.40;2.02;6.74;156.22;3.95;-12.47;132.65;-0.87;-19.18;104.00;-9.77;-20.77;80.77;-5.59;-19.90;75.28;-4.08;23.65;129.91;4.40;27.75;102.66;-0.68;26.78;78.70;2.44;24.62;71.64;3.13;-6.70;79.70;-2.34;-9.37;42.35;-5.09;-10.13;8.51;-5.12;-14.01;0.25;2.75;9.61;78.54;-0.75;11.20;43.24;1.57;11.36;8.81;-2.87;12.70;0.02;5.57
0,406;1.38;79.14;-5.34;4.08;110.65;-2.25;6.75;141.40;2.01;6.75;156.22;3.94;-12.46;132.65;-0.87;-19.18;103.99;-9.77;-20.78;80.78;-5.60;-19.95;75.29;-4.06;23.70;129.95;4.38;27.75;102.65;-0.68;26.77;78.69;2.43;24.62;71.65;3.10;-6.70;79.70;-2.35;-9.37;42.36;-5.09;-10.14;8.48;-5.12;-13.92;0.18;2.77;9.61;78.54;-0.76;11.20;43.24;1.57;11.35;8.81;-2.88;12.70;0.02;5.58
0,440;1.37;79.15;-5.35;4.07;110.65;-2.26;6.74;141.39;2.00;6.75;156.23;3.94;-12.45;132.65;-0.87;-19.18;103.98;-9.78;-20.79;80.78;-5.59;-19.94;75.34;-4.02;23.74;130.00;4.36;27.75;102.64;-0.69;26.77;78.68;2.42;24.62;71.66;3.09;-6.71;79.71;-2.35;-9.37;42.37;-5.09;-10.15;8.45;-5.11;-13.89;0.13;2.76;9.61;78.55;-0.77;11.19;43.24;1.56;11.35;8.81;-2.88;12.70;0.03;5.58
0,475;1.37;79.16;-5.35;4.07;110.65;-2.27;6.74;141.39;1.99;6.75;156.23;3.93;-12.45;132.64;-0.87;-19.18;103.97;-9.77;-20.80;80.77;-5.59;-19.96;75.33;-4.04;23.78;130.04;4.33;27.75;102.64;-0.70;26.76;78.67;2.41;24.59;71.69;3.08;-6.72;79.73;-2.36;-9.37;42.39;-5.09;-10.15;8.43;-5.11;-13.84;0.07;2.76;9.61;78.55;-0.77;11.19;43.24;1.56;11.40;8.83;-2.87;12.65;0.03;5.57
0,507;1.37;79.17;-5.36;4.08;110.65;-2.28;6.74;141.38;1.99;6.75;156.23;3.92;-12.44;132.64;-0.87;-19.19;103.95;-9.77;-20.82;80.77;-5.59;-19.96;75.30;-4.06;23.81;130.06;4.31;27.74;102.64;-0.72;26.76;78.66;2.40;24.57;71.70;3.09;-6.72;79.73;-2.36;-9.37;42.40;-5.09;-10.15;8.41;-5.10;-13.83;0.05;2.76;9.61;78.56;-0.79;11.18;43.24;1.56;11.45;8.85;-2.86;12.59;0.03;5.57
0,541;1.37;79.18;-5.37;4.08;110.65;-2.29;6.75;141.37;2.00;6.75;156.24;3.90;-12.44;132.63;-0.86;-19.20;103.95;-9.77;-20.83;80.76;-5.59;-19.96;75.26;-4.09;23.86;130.10;4.28;27.73;102.64;-0.73;26.76;78.64;2.40;24.56;71.73;3.08;-6.72;79.75;-2.37;-9.38;42.41;-5.09;-10.14;8.39;-5.10;-13.85;0.03;2.74;9.62;78.57;-0.81;11.18;43.24;1.56;11.49;8.87;-2.86;12.47;0.02;5.54
0,574;1.37;79.19;-5.39;4.08;110.65;-2.30;6.75;141.37;2.00;6.74;156.24;3.89;-12.45;132.64;-0.87;-19.20;103.95;-9.76;-20.83;80.75;-5.58;-19.91;75.24;-4.08;23.88;130.11;4.26;27.71;102.65;-0.74;26.75;78.63;2.39;24.54;71.65;3.09;-6.73;79.76;-2.38;-9.38;42.43;-5.09;-10.13;8.37;-5.10;-13.88;0.02;2.73;9.62;78.58;-0.83;11.18;43.24;1.56;11.52;8.89;-2.85;12.36;0.00;5.51
0,607;1.37;79.20;-5.41;4.07;110.65;-2.31;6.74;141.36;1.99;6.74;156.24;3.88;-12.45;132.65;-0.88;-19.20;103.95;-9.76;-20.83;80.75;-5.57;-19.90;75.31;-4.05;23.89;130.11;4.24;27.69;102.65;-0.76;26.75;78.62;2.38;24.54;71.58;3.10;-6.73;79.77;-2.39;-9.38;42.43;-5.09;-10.12;8.36;-5.09;-13.93;0.03;2.71;9.62;78.59;-0.86;11.18;43.24;1.56;11.57;8.90;-2.85;12.24;-0.01;5.48
0,640;1.37;79.20;-5.42;4.08;110.65;-2.32;6.74;141.35;2.00;6.73;156.24;3.86;-12.46;132.65;-0.89;-19.20;103.96;-9.76;-20.83;80.74;-5.56;-19.88;75.31;-4.07;23.88;130.11;4.23;27.67;102.65;-0.77;26.75;78.61;2.38;24.55;71.59;3.14;-6.73;79.77;-2.40;-9.38;42.41;-5.09;-10.11;8.36;-5.09;-13.94;0.02;2.69;9.62;78.59;-0.88;11.18;43.24;1.56;11.65;8.90;-2.84;12.12;-0.04;5.47
0,675;1.37;79.20;-5.46;4.08;110.64;-2.34;6.74;141.35;1.98;6.73;156.25;3.83;-12.46;132.65;-0.92;-19.20;103.99;-9.79;-20.84;80.74;-5.61;-19.86;75.33;-4.20;23.86;130.09;4.18;27.66;102.65;-0.80;26.74;78.61;2.35;24.56;71.59;3.06;-6.73;79.77;-2.41;-9.38;42.39;-5.12;-10.08;8.35;-5.13;-13.91;0.01;2.65;9.63;78.59;-0.93;11.18;43.23;1.54;11.69;8.86;-2.87;11.99;-0.10;5.40
0,708;1.38;79.20;-5.49;4.08;110.64;-2.37;6.73;141.35;1.97;6.72;156.25;3.80;-12.46;132.65;-0.95;-19.20;104.03;-9.81;-20.85;80.75;-5.65;-19.87;75.28;-4.23;23.86;130.08;4.14;27.64;102.64;-0.83;26.73;78.61;2.33;24.57;71.58;3.07;-6.72;79.76;-2.42;-9.37;42.37;-5.14;-10.07;8.35;-5.16;-13.92;0.02;2.61;9.64;78.59;-0.97;11.18;43.23;1.52;11.71;8.82;-2.90;11.89;-0.16;5.34
0,740;1.39;79.20;-5.51;4.07;110.64;-2.39;6.72;141.35;1.95;6.72;156.25;3.78;-12.46;132.66;-0.98;-19.20;104.06;-9.83;-20.86;80.76;-5.69;-19.89;75.29;-4.23;23.85;130.07;4.11;27.62;102.64;-0.86;26.73;78.61;2.31;24.56;71.57;3.10;-6.71;79.76;-2.43;-9.37;42.35;-5.16;-10.06;8.35;-5.19;-13.93;0.01;2.56;9.65;78.59;-1.01;11.19;43.22;1.50;11.72;8.78;-2.93;11.83;-0.21;5.30
0,775;1.40;79.20;-5.53;4.07;110.64;-2.42;6.69;141.35;1.93;6.71;156.25;3.76;-12.47;132.67;-1.01;-19.20;104.09;-9.85;-20.87;80.76;-5.72;-19.89;75.28;-4.23;23.83;130.06;4.09;27.61;102.63;-0.89;26.72;78.62;2.29;24.57;71.57;3.09;-6.70;79.75;-2.44;-9.37;42.33;-5.18;-10.07;8.34;-5.21;-13.96;0.04;2.58;9.66;78.59;-1.05;11.19;43.22;1.48;11.74;8.75;-2.96;11.80;-0.24;5.26
0,808;1.41;79.19;-5.54;4.06;110.64;-2.43;6.67;141.36;1.92;6.70;156.25;3.76;-12.47;132.67;-1.04;-19.20;104.10;-9.86;-20.87;80.76;-5.74;-19.91;75.28;-4.22;23.80;130.04;4.08;27.59;102.62;-0.90;26.71;78.62;2.28;24.57;71.58;3.12;-6.69;79.75;-2.44;-9.37;42.32;-5.20;-10.07;8.34;-5.24;-13.99;0.07;2.60;9.66;78.59;-1.07;11.19;43.22;1.46;11.76;8.73;-2.98;11.80;-0.27;5.24
0,840;1.42;79.19;-5.55;4.06;110.64;-2.45;6.66;141.36;1.91;6.69;156.24;3.76;-12.46;132.67;-1.05;-19.21;104.11;-9.88;-20.88;80.75;-5.75;-19.98;75.25;-4.24;23.77;130.03;4.08;27.58;102.62;-0.92;26.70;78.63;2.27;24.56;71.64;3.13;-6.68;79.74;-2.43;-9.37;42.30;-5.22;-10.08;8.33;-5.26;-14.04;0.10;2.61;9.67;78.59;-1.08;11.19;43.21;1.45;11.77;8.70;-2.99;11.82;-0.30;5.22
0,874;1.42;79.19;-5.57;4.06;110.64;-2.46;6.64;141.36;1.90;6.69;156.23;3.77;-12.46;132.67;-1.07;-19.21;104.12;-9.90;-20.89;80.73;-5.75;-19.96;75.27;-4.24;23.74;130.02;4.07;27.57;102.61;-0.93;26.69;78.64;2.27;24.55;71.65;3.08;-6.67;79.73;-2.44;-9.36;42.31;-5.24;-10.08;8.32;-5.28;-14.10;0.13;2.63;9.68;78.59;-1.10;11.19;43.21;1.43;11.74;8.67;-3.01;11.84;-0.32;5.21
0,908;1.43;79.19;-5.57;4.05;110.64;-2.46;6.63;141.36;1.90;6.68;156.22;3.79;-12.46;132.67;-1.07;-19.21;104.11;-9.90;-20.89;80.72;-5.74;-20.00;75.30;-4.24;23.72;130.02;4.09;27.55;102.61;-0.94;26.69;78.65;2.27;24.54;71.64;3.15;-6.67;79.73;-2.44;-9.37;42.32;-5.24;-10.08;8.32;-5.29;-14.18;0.18;2.65;9.68;78.59;-1.10;11.18;43.22;1.42;11.71;8.66;-3.02;11.87;-0.32;5.22
0,942;1.43;79.19;-5.56;4.05;110.64;-2.45;6.63;141.36;1.92;6.68;156.21;3.81;-12.46;132.67;-1.07;-19.21;104.09;-9.89;-20.89;80.71;-5.71;-20.04;75.34;-4.22;23.69;130.00;4.12;27.54;102.61;-0.93;26.68;78.66;2.29;24.52;71.61;3.22;-6.66;79.73;-2.43;-9.37;42.33;-5.24;-10.08;8.33;-5.28;-14.25;0.22;2.67;9.68;78.59;-1.08;11.18;43.22;1.43;11.71;8.68;-2.99;11.90;-0.31;5.25
0,975;1.42;79.19;-5.54;4.05;110.64;-2.44;6.62;141.36;1.93;6.67;156.20;3.83;-12.47;132.68;-1.07;-19.22;104.07;-9.88;-20.88;80.71;-5.69;-20.05;75.31;-4.24;23.65;129.98;4.15;27.53;102.61;-0.93;26.68;78.66;2.30;24.53;71.61;3.22;-6.67;79.74;-2.42;-9.37;42.34;-5.23;-10.09;8.34;-5.26;-14.29;0.26;2.69;9.68;78.60;-1.06;11.17;43.22;1.44;11.70;8.68;-2.96;11.92;-0.30;5.28
1,008;1.41;79.19;-5.51;4.05;110.63;-2.42;6.62;141.35;1.95;6.67;156.19;3.87;-12.47;132.68;-1.06;-19.22;104.06;-9.86;-20.87;80.71;-5.66;-20.06;75.29;-4.15;23.62;129.94;4.18;27.52;102.61;-0.91;26.67;78.66;2.32;24.52;71.62;3.26;-6.68;79.73;-2.41;-9.37;42.35;-5.21;-10.09;8.35;-5.24;-14.32;0.27;2.70;9.66;78.59;-1.01;11.16;43.22;1.45;11.72;8.69;-2.91;11.94;-0.29;5.34
1,042;1.41;79.18;-5.48;4.04;110.63;-2.40;6.62;141.35;1.96;6.67;156.17;3.90;-12.48;132.68;-1.05;-19.22;104.04;-9.84;-20.87;80.73;-5.64;-20.09;75.32;-4.16;23.60;129.90;4.21;27.52;102.60;-0.90;26.66;78.66;2.34;24.51;71.62;3.24;-6.68;79.73;-2.39;-9.38;42.36;-5.19;-10.09;8.36;-5.21;-14.28;0.23;2.65;9.65;78.59;-0.97;11.16;43.22;1.47;11.71;8.68;-2.87;11.98;-0.28;5.41
1,075;1.40;79.18;-5.45;4.04;110.62;-2.39;6.62;141.34;1.96;6.68;156.16;3.93;-12.49;132.69;-1.05;-19.23;104.02;-9.82;-20.88;80.75;-5.63;-20.07;75.34;-4.18;23.57;129.87;4.25;27.52;102.59;-0.88;26.66;78.66;2.35;24.52;71.60;3.23;-6.69;79.73;-2.37;-9.38;42.37;-5.16;-10.10;8.37;-5.19;-14.15;0.16;2.62;9.64;78.58;-0.92;11.15;43.22;1.49;11.70;8.67;-2.85;12.02;-0.27;5.47
1,108;1.39;79.17;-5.42;4.04;110.62;-2.37;6.62;141.34;1.96;6.68;156.15;3.95;-12.50;132.69;-1.05;-19.23;104.00;-9.79;-20.89;80.78;-5.63;-20.09;75.28;-4.19;23.54;129.84;4.28;27.51;102.58;-0.87;26.66;78.66;2.36;24.52;71.59;3.24;-6.70;79.72;-2.34;-9.39;42.38;-5.14;-10.11;8.38;-5.17;-14.09;0.12;2.60;9.62;78.57;-0.88;11.14;43.22;1.50;11.70;8.68;-2.82;12.05;-0.25;5.52
1,139;1.37;79.17;-5.39;4.03;110.61;-2.36;6.62;141.34;1.97;6.68;156.14;3.97;-12.51;132.70;-1.04;-19.24;103.99;-9.77;-20.90;80.80;-5.63;-20.08;75.25;-4.15;23.52;129.81;4.31;27.50;102.57;-0.85;26.65;78.66;2.37;24.51;71.60;3.31;-6.71;79.72;-2.33;-9.39;42.37;-5.12;-10.12;8.39;-5.14;-14.04;0.08;2.58;9.61;78.57;-0.85;11.13;43.22;1.52;11.72;8.70;-2.80;12.08;-0.23;5.55
1,172;1.36;79.16;-5.37;4.03;110.61;-2.34;6.63;141.34;1.97;6.68;156.13;3.99;-12.52;132.71;-1.03;-19.24;103.97;-9.76;-20.90;80.82;-5.62;-20.03;75.24;-4.10;23.49;129.78;4.33;27.49;102.58;-0.84;26.65;78.66;2.38;24.50;71.62;3.29;-6.72;79.72;-2.32;-9.40;42.37;-5.10;-10.14;8.40;-5.12;-13.99;0.04;2.57;9.59;78.56;-0.81;11.12;43.22;1.53;11.73;8.72;-2.78;12.11;-0.20;5.58
1,206;1.35;79.16;-5.36;4.03;110.61;-2.33;6.64;141.34;1.98;6.68;156.12;4.01;-12.53;132.72;-1.02;-19.24;103.95;-9.74;-20.91;80.81;-5.60;-20.03;75.24;-4.10;23.48;129.76;4.36;27.48;102.60;-0.82;26.65;78.66;2.39;24.51;71.65;3.25;-6.73;79.72;-2.32;-9.40;42.37;-5.07;-10.16;8.41;-5.11;-13.93;0.00;2.56;9.57;78.55;-0.79;11.12;43.22;1.54;11.74;8.75;-2.77;12.13;-0.17;5.60
1,241;1.34;79.15;-5.35;4.03;110.61;-2.33;6.65;141.34;1.99;6.68;156.12;4.02;-12.53;132.73;-1.01;-19.25;103.94;-9.73;-20.92;80.81;-5.58;-20.03;75.28;-4.10;23.46;129.75;4.37;27.46;102.61;-0.81;26.65;78.67;2.40;24.51;71.63;3.25;-6.73;79.71;-2.31;-9.40;42.37;-5.06;-10.18;8.41;-5.09;-13.88;-0.04;2.54;9.56;78.55;-0.77;11.11;43.23;1.55;11.75;8.76;-2.77;12.14;-0.15;5.61
1,274;1.33;79.15;-5.35;4.02;110.61;-2.32;6.66;141.34;1.99;6.68;156.12;4.02;-12.53;132.74;-0.99;-19.25;103.93;-9.73;-20.92;80.82;-5.58;-20.02;75.29;-4.10;23.45;129.75;4.38;27.45;102.62;-0.80;26.65;78.67;2.40;24.51;71.64;3.29;-6.74;79.72;-2.31;-9.41;42.37;-5.05;-10.20;8.42;-5.09;-13.87;-0.05;2.53;9.55;78.55;-0.77;11.11;43.23;1.56;11.74;8.77;-2.78;12.16;-0.14;5.60
1,305;1.33;79.16;-5.34;4.02;110.61;-2.32;6.66;141.34;2.00;6.68;156.12;4.02;-12.54;132.74;-0.98;-19.26;103.98;-9.74;-20.92;80.81;-5.57;-20.03;75.33;-4.11;23.48;129.78;4.38;27.43;102.63;-0.80;26.65;78.68;2.41;24.50;71.66;3.28;-6.74;79.72;-2.31;-9.41;42.37;-5.05;-10.21;8.43;-5.08;-13.89;-0.05;2.53;9.54;78.55;-0.76;11.11;43.23;1.56;11.76;8.78;-2.77;12.14;-0.15;5.56
1,339;1.32;79.16;-5.34;4.02;110.61;-2.31;6.67;141.35;2.01;6.68;156.12;4.02;-12.54;132.75;-0.96;-19.26;104.02;-9.75;-20.91;80.81;-5.55;-20.00;75.30;-4.11;23.51;129.80;4.37;27.42;102.65;-0.80;26.65;78.72;2.40;24.51;71.68;3.28;-6.74;79.72;-2.31;-9.41;42.36;-5.04;-10.21;8.43;-5.07;-13.83;-0.07;2.53;9.53;78.55;-0.76;11.10;43.24;1.57;11.76;8.78;-2.77;12.15;-0.16;5.55
1,373;1.32;79.16;-5.33;4.02;110.61;-2.31;6.68;141.35;2.02;6.68;156.11;4.02;-12.54;132.75;-0.95;-19.26;104.06;-9.76;-20.91;80.80;-5.53;-20.00;75.37;-4.06;23.53;129.81;4.37;27.41;102.66;-0.80;26.65;78.76;2.40;24.51;71.67;3.23;-6.74;79.72;-2.30;-9.41;42.37;-5.04;-10.22;8.43;-5.07;-13.70;-0.11;2.54;9.53;78.55;-0.76;11.10;43.24;1.57;11.74;8.77;-2.78;12.17;-0.16;5.54
1,405;1.33;79.16;-5.32;4.02;110.61;-2.30;6.69;141.34;2.02;6.69;156.11;4.02;-12.54;132.75;-0.94;-19.26;104.11;-9.76;-20.89;80.80;-5.51;-20.01;75.37;-4.04;23.56;129.84;4.37;27.41;102.66;-0.79;26.65;78.80;2.40;24.52;71.67;3.23;-6.73;79.72;-2.29;-9.41;42.37;-5.04;-10.22;8.43;-5.06;-13.59;-0.16;2.55;9.53;78.55;-0.74;11.10;43.24;1.57;11.72;8.76;-2.77;12.18;-0.18;5.53
1,439;1.33;79.16;-5.30;4.02;110.61;-2.30;6.69;141.34;2.02;6.69;156.11;4.02;-12.54;132.74;-0.92;-19.26;104.15;-9.76;-20.89;80.83;-5.51;-20.01;75.33;-3.99;23.58;129.86;4.36;27.41;102.65;-0.78;26.65;78.84;2.40;24.53;71.65;3.24;-6.72;79.72;-2.27;-9.41;42.37;-5.04;-10.22;8.43;-5.06;-13.53;-0.18;2.56;9.54;78.55;-0.73;11.10;43.24;1.58;11.71;8.73;-2.77;12.19;-0.21;5.53
1,473;1.35;79.15;-5.28;4.03;110.61;-2.29;6.69;141.34;2.02;6.69;156.10;4.03;-12.54;132.73;-0.91;-19.26;104.19;-9.76;-20.88;80.86;-5.52;-19.99;75.32;-3.95;23.60;129.88;4.36;27.42;102.65;-0.78;26.65;78.85;2.40;24.52;71.64;3.25;-6.70;79.71;-2.25;-9.42;42.37;-5.04;-10.23;8.44;-5.05;-13.49;-0.18;2.59;9.56;78.55;-0.71;11.10;43.24;1.58;11.71;8.72;-2.77;12.20;-0.23;5.53
1,506;1.37;79.15;-5.27;4.03;110.61;-2.28;6.70;141.34;2.03;6.69;156.10;4.03;-12.54;132.72;-0.91;-19.26;104.23;-9.76;-20.87;80.88;-5.52;-19.96;75.31;-3.97;23.62;129.89;4.36;27.42;102.65;-0.78;26.64;78.85;2.40;24.53;71.65;3.21;-6.69;79.71;-2.23;-9.42;42.37;-5.04;-10.23;8.44;-5.05;-13.46;-0.19;2.60;9.58;78.55;-0.70;11.10;43.24;1.58;11.72;8.71;-2.76;12.19;-0.24;5.53
1,539;1.39;79.15;-5.27;4.05;110.61;-2.28;6.71;141.33;2.04;6.69;156.10;4.03;-12.55;132.72;-0.91;-19.26;104.24;-9.76;-20.87;80.90;-5.52;-19.94;75.30;-3.94;23.62;129.91;4.35;27.42;102.65;-0.77;26.64;78.85;2.40;24.54;71.67;3.17;-6.67;79.70;-2.23;-9.41;42.36;-5.05;-10.24;8.45;-5.05;-13.47;-0.18;2.62;9.60;78.56;-0.69;11.10;43.24;1.57;11.75;8.71;-2.76;12.18;-0.24;5.53
1,574;1.41;79.15;-5.26;4.06;110.61;-2.27;6.72;141.33;2.04;6.68;156.10;4.03;-12.55;132.72;-0.91;-19.26;104.23;-9.75;-20.87;80.92;-5.53;-19.90;75.35;-3.90;23.61;129.92;4.35;27.43;102.65;-0.77;26.64;78.83;2.40;24.55;71.67;3.17;-6.65;79.70;-2.22;-9.41;42.36;-5.05;-10.22;8.46;-5.04;-13.53;-0.13;2.63;9.63;78.56;-0.68;11.10;43.24;1.57;11.78;8.72;-2.76;12.17;-0.23;5.53
1,606;1.43;79.15;-5.25;4.07;110.61;-2.26;6.73;141.33;2.05;6.68;156.10;4.03;-12.55;132.71;-0.91;-19.26;104.21;-9.74;-20.86;80.94;-5.53;-19.88;75.37;-3.89;23.60;129.93;4.35;27.43;102.65;-0.77;26.64;78.79;2.40;24.55;71.59;3.23;-6.63;79.70;-2.21;-9.41;42.35;-5.05;-10.21;8.48;-5.04;-13.67;-0.06;2.63;9.65;78.56;-0.68;11.10;43.24;1.58;11.81;8.74;-2.76;12.16;-0.22;5.51
