Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,000;-0.47;11.37;-10.55;0.38;32.56;-4.03;1.62;53.84;3.15;-2.85;60.65;1.74;-4.89;39.29;4.99;-0.51;30.01;13.48;-15.85;37.26;13.21;-34.39;48.39;15.32;5.40;48.12;-2.98;8.56;44.41;14.58;1.77;29.73;15.78;-0.97;27.09;15.12;-3.80;10.78;-7.52;0.28;26.71;13.49;-1.84;4.81;-1.91;-6.52;7.45;5.59;4.67;12.82;-9.74;13.36;22.19;9.81;1.54;3.38;-4.96;6.82;0.00;1.29
0,032;-0.52;11.32;-10.40;0.25;32.23;-3.86;1.38;53.12;3.30;-2.75;60.25;1.78;-4.89;39.29;4.99;-0.13;30.99;14.16;-15.72;37.63;13.76;-29.82;46.47;16.12;5.41;48.14;-2.91;8.52;44.59;14.70;1.77;29.51;15.51;-0.89;26.69;15.20;-3.85;10.75;-7.38;0.23;25.78;13.54;-2.01;4.10;-2.11;-6.95;6.41;5.13;4.62;12.74;-9.57;13.80;22.21;9.74;1.75;3.41;-4.91;7.00;0.03;1.36
0,065;-0.57;11.20;-10.19;0.12;31.78;-3.63;1.19;52.24;3.50;-2.63;59.65;1.87;-4.89;39.30;4.99;-0.09;31.33;14.48;-15.85;37.59;14.06;-29.75;45.64;16.15;5.42;48.18;-2.82;8.49;44.76;14.82;1.78;29.25;15.28;-0.80;26.26;15.35;-3.87;10.65;-7.17;0.19;24.91;13.64;-2.20;3.43;-2.25;-7.46;5.39;4.61;4.55;12.61;-9.33;14.32;22.71;9.34;2.00;3.70;-4.84;7.24;0.32;1.44
0,097;-0.62;11.08;-9.95;0.04;31.40;-3.38;1.13;51.71;3.76;-2.51;59.41;1.99;-4.88;39.31;5.01;-2.58;33.13;13.93;-18.55;38.66;13.86;-29.08;44.58;15.75;5.43;48.23;-2.72;8.35;45.10;14.99;1.76;29.36;15.81;-0.97;26.06;15.62;-3.89;10.54;-6.94;0.17;24.07;13.75;-2.29;2.77;-2.36;-7.88;4.35;4.09;4.48;12.46;-9.09;14.66;23.17;9.03;2.17;3.94;-4.76;7.39;0.55;1.54
0,128;-0.68;10.90;-9.71;-0.08;30.92;-3.10;0.94;50.86;4.07;-2.39;58.85;2.11;-4.86;39.32;5.03;-5.03;34.93;13.36;-21.20;39.75;13.59;-30.59;44.72;15.20;5.44;48.26;-2.62;8.27;45.30;15.14;1.69;29.55;15.84;-1.10;26.12;15.51;-3.93;10.38;-6.69;0.14;23.24;13.87;-2.27;2.12;-2.46;-7.39;3.42;4.31;4.38;12.27;-8.84;14.78;23.42;8.85;2.14;4.08;-4.64;7.35;0.67;1.65
0,163;-0.74;10.74;-9.47;-0.17;30.52;-2.82;0.86;50.33;4.37;-2.29;58.61;2.24;-4.84;39.34;5.06;-7.52;36.46;12.57;-23.86;40.68;13.15;-33.76;45.32;14.79;5.43;48.37;-2.46;8.16;45.58;15.34;1.45;29.89;15.84;-1.32;26.44;15.40;-3.94;10.24;-6.43;0.15;22.47;14.03;-2.24;1.51;-2.50;-6.94;2.61;4.52;4.27;12.09;-8.61;14.56;23.52;8.93;1.93;4.13;-4.49;7.12;0.71;1.81
0,195;-0.81;10.59;-9.21;-0.23;30.26;-2.53;0.84;50.06;4.67;-2.22;58.53;2.38;-4.82;39.36;5.10;-10.09;37.72;11.57;-26.53;41.45;12.54;-36.86;45.52;14.05;5.41;48.53;-2.30;8.03;45.99;15.56;1.17;30.41;15.72;-1.62;26.95;15.08;-3.97;10.10;-6.15;0.18;21.74;14.24;-2.18;0.95;-2.50;-6.50;1.93;4.73;4.17;11.93;-8.37;14.04;23.81;9.05;1.71;4.29;-4.45;6.90;0.86;1.85
0,228;-0.89;10.44;-8.96;-0.28;30.04;-2.25;0.84;49.83;4.93;-2.16;58.45;2.50;-4.80;39.39;5.15;-12.66;38.97;10.58;-29.18;42.31;11.98;-40.26;46.01;13.26;5.39;48.70;-2.16;7.94;46.34;15.74;0.94;30.86;15.55;-1.86;27.45;14.62;-4.00;9.96;-5.89;0.23;21.04;14.46;-2.12;0.40;-2.48;-5.88;1.43;5.14;4.05;11.79;-8.14;13.48;24.29;9.07;1.50;4.56;-4.43;6.69;1.13;1.86
0,263;-0.92;10.36;-8.77;-0.23;30.08;-2.05;1.00;50.07;5.13;-2.15;58.59;2.61;-4.78;39.41;5.20;-15.23;40.22;9.61;-31.80;43.25;11.50;-44.00;46.55;12.39;5.37;48.89;-2.03;7.90;46.39;15.84;0.92;30.90;15.68;-1.87;27.44;14.69;-4.02;9.86;-5.66;0.26;20.73;14.63;-2.05;0.16;-2.39;-5.11;1.30;5.79;4.00;11.72;-7.98;12.91;24.70;9.16;1.26;4.79;-4.37;6.45;1.35;1.92
0,296;-0.91;10.37;-8.65;-0.09;30.41;-1.94;1.28;50.84;5.26;-2.16;59.16;2.70;-4.76;39.43;5.24;-17.70;41.67;8.77;-34.34;44.32;11.14;-45.49;46.57;11.89;5.33;49.08;-1.87;7.84;46.46;15.98;0.88;30.97;15.85;-1.91;27.45;14.78;-4.01;9.84;-5.48;0.25;21.41;14.68;-1.97;0.68;-2.17;-4.31;1.59;6.65;4.03;11.76;-7.92;13.04;24.61;9.25;1.23;4.78;-4.25;6.43;1.34;2.04
0,328;-0.89;10.39;-8.56;0.07;30.71;-1.93;1.65;51.29;5.07;-2.14;59.47;2.75;-4.73;39.44;5.28;-17.86;41.09;9.15;-34.36;44.17;11.28;-43.29;45.57;12.12;5.31;49.13;-1.76;7.84;46.37;16.07;0.90;30.85;15.71;-1.84;27.36;14.78;-4.01;9.85;-5.35;0.24;21.47;14.79;-1.89;0.73;-2.06;-3.46;1.70;7.49;4.07;11.81;-7.89;13.11;24.55;9.34;1.10;4.97;-4.28;6.29;1.53;2.01
0,363;-0.88;10.40;-8.49;0.29;30.89;-2.02;2.08;51.56;4.73;-2.08;59.58;2.74;-4.71;39.45;5.33;-15.51;38.78;10.16;-31.86;42.47;11.89;-43.91;45.74;12.62;5.31;49.12;-1.69;7.90;46.19;16.10;0.99;30.62;15.55;-1.67;27.17;14.85;-4.00;9.86;-5.24;0.18;22.11;14.72;-1.86;1.21;-1.94;-3.26;1.78;7.84;4.11;11.84;-7.86;13.18;24.45;9.45;1.06;5.05;-4.31;6.25;1.62;1.99
0,398;-0.86;10.43;-8.44;0.49;31.05;-2.14;2.52;51.81;4.36;-2.03;59.65;2.72;-4.68;39.45;5.37;-15.49;38.75;10.23;-31.83;42.43;12.04;-43.83;45.59;12.81;5.30;49.09;-1.65;7.93;46.04;16.12;1.09;30.44;15.68;-1.57;26.98;15.10;-4.00;9.88;-5.15;0.12;22.75;14.64;-1.84;1.69;-1.83;-3.31;1.90;7.92;4.15;11.88;-7.84;13.42;24.32;9.48;1.14;5.10;-4.38;6.33;1.67;1.92
0,428;-0.84;10.45;-8.41;0.65;31.14;-2.29;2.78;51.91;4.03;-2.05;59.65;2.75;-4.66;39.46;5.41;-14.57;37.53;11.03;-30.74;41.80;12.40;-41.77;45.23;12.98;5.30;49.00;-1.63;7.97;45.79;16.10;1.31;30.09;15.89;-1.32;26.49;15.52;-4.00;9.88;-5.10;0.06;23.40;14.54;-1.85;2.18;-1.74;-3.38;2.01;7.97;4.19;11.91;-7.85;13.68;24.75;8.93;1.28;5.39;-4.60;6.47;1.96;1.70
0,463;-0.79;10.43;-8.43;0.82;31.09;-2.47;3.02;51.76;3.70;-2.11;59.14;2.79;-4.63;39.46;5.44;-12.40;35.43;12.21;-28.42;40.30;13.12;-42.38;45.59;13.53;5.28;48.94;-1.61;7.91;45.67;16.12;1.53;29.82;16.45;-1.15;25.96;16.15;-3.94;9.84;-5.11;0.00;24.05;14.42;-1.86;2.66;-1.66;-3.45;2.13;8.01;4.26;11.91;-7.88;14.16;24.93;8.53;1.47;5.56;-4.77;6.67;2.14;1.54
0,495;-0.73;10.40;-8.45;0.97;30.99;-2.64;3.24;51.55;3.39;-2.16;58.71;2.82;-4.61;39.45;5.47;-12.38;35.44;12.26;-28.38;40.32;13.25;-42.11;45.57;13.96;5.25;48.90;-1.58;7.82;45.70;16.17;1.66;29.75;16.93;-1.09;25.66;16.58;-3.88;9.79;-5.14;-0.06;24.71;14.31;-1.87;3.17;-1.58;-3.51;2.27;8.06;4.32;11.90;-7.92;14.66;25.08;8.12;1.69;5.72;-4.94;6.89;2.30;1.37
0,528;-0.65;10.35;-8.52;1.13;30.83;-2.85;3.46;51.24;3.06;-2.21;58.24;2.86;-4.59;39.45;5.49;-12.35;35.44;12.32;-28.34;40.35;13.37;-42.00;45.65;14.23;5.22;48.85;-1.55;7.82;45.64;16.19;1.80;29.63;17.08;-0.99;25.38;16.78;-3.78;9.71;-5.24;-0.09;25.08;14.25;-1.88;3.45;-1.54;-3.56;2.33;8.06;4.38;11.86;-7.97;14.88;25.24;7.85;1.80;5.86;-5.11;7.01;2.45;1.19
0,562;-0.57;10.29;-8.59;1.24;30.69;-3.02;3.52;51.12;2.89;-2.26;58.13;2.81;-4.57;39.45;5.52;-12.84;36.15;12.00;-28.91;40.75;13.36;-42.88;46.02;14.21;5.18;48.83;-1.54;7.84;45.56;16.19;1.99;29.50;17.18;-0.88;25.09;16.94;-3.70;9.63;-5.34;-0.11;25.45;14.18;-1.88;3.73;-1.50;-3.59;2.40;8.07;4.44;11.80;-8.02;14.77;25.49;7.66;1.83;5.94;-5.21;7.05;2.53;1.09
0,596;-0.50;10.22;-8.66;1.29;30.64;-3.11;3.45;51.18;2.90;-2.41;58.15;2.83;-4.55;39.44;5.54;-13.61;36.83;11.97;-29.70;41.41;13.31;-41.80;45.70;14.21;5.14;48.83;-1.51;7.84;45.51;16.19;2.17;29.37;17.32;-0.77;24.81;17.13;-3.62;9.54;-5.44;-0.10;25.83;14.15;-1.88;4.03;-1.42;-3.52;2.55;8.17;4.50;11.75;-8.08;14.67;25.69;7.50;1.77;5.94;-5.13;7.00;2.54;1.16
0,631;-0.41;10.17;-8.75;1.35;30.60;-3.20;3.43;51.16;2.86;-2.51;58.07;2.84;-4.49;39.48;5.56;-12.61;36.02;12.68;-28.64;40.85;13.73;-42.22;45.95;14.30;5.11;48.79;-1.49;7.85;45.42;16.20;2.36;29.22;17.47;-0.68;24.45;17.31;-3.53;9.46;-5.56;-0.06;25.93;14.22;-1.87;4.13;-1.35;-3.65;2.54;8.14;4.58;11.72;-8.15;14.65;25.50;7.61;1.59;5.81;-4.95;6.84;2.41;1.33
0,664;-0.33;10.09;-8.85;1.41;30.53;-3.30;3.46;51.06;2.79;-2.56;57.90;2.81;-4.43;39.52;5.57;-13.00;36.66;12.32;-29.10;41.19;13.68;-43.11;46.07;14.45;5.10;48.70;-1.50;7.87;45.31;16.18;2.50;29.05;17.60;-0.62;24.14;17.42;-3.45;9.36;-5.70;-0.03;26.04;14.29;-1.87;4.24;-1.29;-3.84;2.51;8.08;4.65;11.66;-8.22;14.72;25.15;7.84;1.41;5.63;-4.71;6.68;2.24;1.55
0,696;-0.25;10.02;-8.95;1.46;30.45;-3.39;3.50;50.90;2.70;-2.55;57.85;2.74;-4.36;39.55;5.58;-14.46;38.33;11.41;-30.70;42.26;13.34;-43.15;46.11;14.28;5.11;48.56;-1.53;7.95;45.08;16.13;2.61;28.81;17.56;-0.55;23.89;17.50;-3.38;9.28;-5.83;0.01;26.14;14.37;-1.79;4.35;-1.22;-3.72;2.69;8.18;4.74;11.60;-8.29;14.84;24.64;8.19;1.24;5.37;-4.44;6.52;1.98;1.81
0,729;-0.22;9.97;-9.00;1.43;30.39;-3.41;3.41;50.79;2.74;-2.58;58.05;2.69;-4.31;39.57;5.59;-15.48;39.38;10.86;-31.79;43.01;13.08;-42.29;45.95;13.98;5.09;48.51;-1.54;8.06;44.79;16.05;2.74;28.51;17.35;-0.43;23.58;17.54;-3.36;9.23;-5.90;0.04;26.24;14.43;-1.75;4.45;-1.16;-3.62;2.84;8.26;4.77;11.56;-8.33;14.93;24.26;8.42;1.24;5.19;-4.40;6.54;1.80;1.84
0,769;-0.21;9.94;-9.04;1.40;30.34;-3.42;3.32;50.71;2.78;-2.60;58.14;2.63;-4.22;39.64;5.61;-15.41;39.40;10.85;-31.72;43.00;13.07;-42.43;45.83;13.72;5.06;48.48;-1.58;8.12;44.61;15.97;2.83;28.31;17.20;-0.36;23.39;17.55;-3.36;9.20;-5.94;0.06;26.32;14.49;-1.72;4.54;-1.12;-3.52;2.98;8.33;4.78;11.52;-8.36;13.77;23.07;9.35;0.88;4.69;-4.60;5.61;1.73;1.87
0,795;-0.19;9.90;-9.09;1.39;30.28;-3.44;3.28;50.57;2.79;-2.63;58.04;2.63;-4.15;39.69;5.62;-15.35;39.40;10.84;-31.67;42.98;13.06;-42.32;45.69;13.80;5.02;48.47;-1.61;8.11;44.56;15.92;2.82;28.26;17.16;-0.33;23.36;17.59;-3.34;9.16;-5.99;0.08;26.39;14.54;-1.71;4.62;-1.08;-3.52;3.02;8.36;4.80;11.49;-8.40;12.72;22.05;10.17;0.36;4.22;-4.68;4.62;1.96;1.99
0,828;-0.17;9.88;-9.13;1.38;30.20;-3.46;3.27;50.37;2.79;-2.66;57.60;2.65;-4.09;39.73;5.63;-15.73;39.98;10.46;-32.13;43.24;12.95;-43.11;45.82;13.65;4.97;48.52;-1.65;8.09;44.55;15.87;2.75;28.27;17.13;-0.30;23.37;17.65;-3.32;9.14;-6.04;0.10;26.46;14.59;-1.70;4.69;-1.04;-3.52;3.06;8.39;4.80;11.47;-8.45;12.73;21.94;10.20;0.19;4.16;-4.55;4.49;1.90;2.09
0,864;-0.17;9.88;-9.16;1.35;30.17;-3.45;3.20;50.29;2.85;-2.71;57.31;2.66;-4.05;39.76;5.63;-17.18;41.55;9.52;-33.72;44.22;12.56;-43.47;45.81;13.45;4.91;48.64;-1.67;8.06;44.59;15.83;2.67;28.33;17.10;-0.34;23.44;17.69;-3.31;9.13;-6.05;0.13;26.52;14.64;-1.68;4.77;-1.01;-3.40;3.16;8.48;4.78;11.48;-8.48;12.70;22.04;10.11;0.34;4.16;-4.70;3.49;1.81;1.32
0,897;-0.20;9.88;-9.18;1.27;30.16;-3.40;3.06;50.29;2.99;-2.79;57.16;2.67;-4.04;39.76;5.63;-18.22;42.52;8.95;-34.82;44.91;12.27;-43.20;45.58;13.14;4.83;48.82;-1.68;8.02;44.67;15.78;2.58;28.42;17.08;-0.39;23.60;17.70;-3.32;9.13;-6.05;0.15;26.56;14.67;-1.65;4.82;-0.98;-3.19;3.29;8.62;4.73;11.48;-8.51;12.66;22.24;9.93;0.53;4.21;-4.90;2.54;1.76;0.50
0,930;-0.27;9.85;-9.10;1.20;30.14;-3.35;2.96;50.27;3.07;-2.87;57.04;2.68;-3.98;39.80;5.63;-18.17;42.53;8.95;-34.77;44.90;12.27;-43.32;45.36;13.42;4.78;49.03;-1.73;7.99;44.76;15.69;2.48;28.54;17.03;-0.42;23.80;17.72;-3.35;9.12;-5.99;0.17;26.60;14.69;-1.68;4.87;-0.98;-3.16;3.29;8.64;4.61;11.42;-8.40;12.77;22.19;9.87;0.64;4.19;-5.00;1.44;1.70;-0.25
0,964;-0.34;9.83;-9.03;1.15;30.15;-3.32;2.91;50.29;3.09;-2.92;56.89;2.67;-3.92;39.85;5.63;-18.11;42.55;8.96;-34.71;44.91;12.27;-43.75;45.39;13.64;4.75;49.20;-1.80;7.97;44.83;15.60;2.38;28.64;17.00;-0.43;23.99;17.73;-3.38;9.12;-5.94;0.20;26.03;14.74;-1.67;4.45;-1.11;-3.24;3.03;8.51;4.50;11.38;-8.31;12.80;22.17;9.85;0.74;4.18;-5.10;1.59;1.69;-0.39
0,995;-0.38;9.81;-8.99;1.14;30.15;-3.32;2.94;50.31;3.06;-2.94;56.76;2.65;-3.90;39.86;5.62;-18.10;42.55;8.96;-34.69;44.94;12.31;-43.91;45.44;13.85;4.75;49.28;-1.87;7.96;44.86;15.52;2.27;28.72;16.97;-0.48;24.18;17.74;-3.39;9.11;-5.92;0.23;26.11;14.74;-1.67;4.52;-1.09;-3.32;2.97;8.46;4.42;11.34;-8.24;13.39;22.52;9.56;0.78;4.30;-4.85;1.95;1.61;-0.30
1,030;-0.41;9.79;-8.96;1.13;30.14;-3.32;2.96;50.30;3.02;-2.97;56.66;2.63;-3.88;39.89;5.60;-18.07;42.60;8.95;-34.65;45.00;12.32;-44.00;45.45;13.71;4.75;49.34;-1.92;7.96;44.89;15.45;2.18;28.78;16.94;-0.54;24.33;17.74;-3.39;9.11;-5.90;0.25;26.18;14.74;-1.66;4.58;-1.08;-3.37;2.95;8.42;4.37;11.32;-8.20;14.55;23.19;8.93;1.06;4.57;-4.54;2.80;1.32;-0.26
1,064;-0.45;9.76;-8.91;1.11;30.13;-3.31;2.97;50.30;3.00;-2.99;56.67;2.61;-3.85;39.93;5.59;-18.03;42.65;8.94;-34.61;45.05;12.32;-43.98;45.58;13.73;4.81;49.23;-2.01;7.99;44.83;15.39;2.11;28.76;16.90;-0.57;24.41;17.76;-3.42;9.11;-5.86;0.27;26.25;14.73;-1.66;4.65;-1.08;-3.37;2.96;8.40;4.32;11.27;-8.14;15.14;23.35;8.72;1.27;4.64;-4.43;3.27;1.04;-0.28
1,100;-0.49;9.72;-8.85;1.09;30.10;-3.30;2.98;50.27;2.97;-3.00;56.77;2.60;-3.81;39.97;5.57;-17.99;42.71;8.92;-34.57;45.11;12.33;-43.33;45.77;13.73;4.86;49.13;-2.09;8.01;44.77;15.32;2.08;28.73;16.87;-0.60;24.49;17.75;-3.46;9.08;-5.82;0.29;26.32;14.72;-1.61;4.70;-1.08;-3.36;2.96;8.37;4.27;11.21;-8.05;15.16;23.20;8.83;1.22;4.58;-4.37;3.82;1.03;0.07
1,129;-0.51;9.68;-8.81;1.09;30.06;-3.31;3.02;50.23;2.91;-3.02;56.85;2.58;-3.77;40.02;5.55;-17.95;42.78;8.90;-34.52;45.17;12.34;-43.34;45.96;13.71;4.91;49.00;-2.18;8.04;44.70;15.25;2.06;28.67;16.84;-0.53;24.58;17.71;-3.47;9.05;-5.79;0.30;26.37;14.70;-1.58;4.75;-1.08;-3.36;2.95;8.35;4.25;11.15;-7.98;13.97;22.98;9.41;0.80;4.44;-4.39;3.68;0.82;0.45
1,163;-0.51;9.66;-8.80;1.12;30.04;-3.33;3.06;50.20;2.86;-3.03;56.90;2.57;-3.80;40.03;5.53;-17.97;42.82;8.89;-34.53;45.21;12.36;-42.82;46.21;13.61;4.97;48.79;-2.27;8.07;44.60;15.19;2.06;28.60;16.93;-0.55;24.50;17.74;-3.48;9.03;-5.79;0.31;26.43;14.69;-1.54;4.79;-1.07;-3.34;2.95;8.34;4.29;11.13;-7.97;14.03;22.68;9.61;0.26;3.97;-4.76;3.81;1.14;0.93
1,197;-0.48;9.63;-8.82;1.13;30.00;-3.34;3.06;50.17;2.85;-3.04;56.94;2.55;-3.86;39.99;5.50;-18.01;42.83;8.88;-34.57;45.25;12.39;-43.09;46.38;13.18;5.02;48.57;-2.34;8.09;44.50;15.15;2.07;28.51;17.02;-0.57;24.42;17.77;-3.49;9.00;-5.81;0.32;26.78;14.67;-1.52;5.05;-0.98;-3.32;3.05;8.40;4.36;11.12;-8.01;14.00;22.70;9.62;0.11;3.97;-4.59;4.26;1.16;1.43
1,229;-0.47;9.60;-8.83;1.13;29.96;-3.34;3.04;50.14;2.86;-3.06;56.97;2.54;-3.90;39.97;5.48;-18.05;42.84;8.88;-34.59;45.30;12.43;-43.32;46.58;12.82;5.07;48.35;-2.42;8.11;44.40;15.11;2.08;28.43;17.10;-0.56;24.34;17.84;-3.50;8.96;-5.82;0.33;27.11;14.67;-1.55;5.32;-0.90;-3.36;3.12;8.44;4.42;11.10;-8.02;14.08;22.64;9.62;0.29;3.89;-4.66;4.42;1.07;1.39
1,264;-0.47;9.56;-8.82;1.12;29.93;-3.33;3.01;50.13;2.87;-3.08;56.99;2.51;-3.94;39.94;5.45;-18.07;42.86;8.89;-34.60;45.35;12.48;-42.84;46.31;13.57;5.13;48.12;-2.51;8.14;44.29;15.06;2.10;28.34;17.19;-0.53;24.26;17.90;-3.53;8.92;-5.81;0.34;27.12;14.69;-1.54;5.33;-0.89;-3.37;3.12;8.44;4.45;11.05;-8.01;14.15;22.63;9.59;0.42;3.82;-4.67;4.52;1.00;1.40
1,297;-0.48;9.54;-8.79;1.10;29.91;-3.31;2.97;50.14;2.89;-3.10;57.04;2.49;-3.95;39.98;5.45;-18.07;42.92;8.94;-34.59;45.41;12.62;-42.17;46.50;13.73;5.16;47.97;-2.58;8.15;44.23;15.01;2.13;28.28;17.29;-0.52;24.17;17.96;-3.58;8.90;-5.79;0.36;27.13;14.71;-1.49;5.34;-0.86;-3.37;3.11;8.45;4.48;11.01;-7.97;14.17;22.79;9.48;0.12;3.59;-5.22;3.68;1.49;1.11
1,331;-0.49;9.51;-8.77;1.08;29.90;-3.29;2.93;50.16;2.91;-3.13;57.06;2.46;-3.93;40.08;5.45;-18.04;43.01;9.02;-34.52;45.49;12.86;-42.22;46.50;14.32;5.21;47.72;-2.70;8.17;44.12;14.92;2.16;28.18;17.39;-0.52;24.08;18.02;-3.61;8.88;-5.78;0.38;27.14;14.74;-1.46;5.34;-0.82;-3.35;3.13;8.48;4.51;10.97;-7.94;14.21;22.80;9.47;0.23;3.60;-5.31;2.55;1.46;0.45
1,364;-0.49;9.48;-8.76;1.06;29.90;-3.27;2.88;50.19;2.95;-3.16;57.07;2.43;-3.89;40.26;5.48;-17.98;43.15;9.16;-34.44;45.59;13.15;-42.21;46.68;14.99;5.26;47.49;-2.80;8.22;43.86;14.82;2.34;27.92;17.58;-0.56;23.54;18.01;-3.65;8.87;-5.77;0.41;27.15;14.77;-1.42;5.34;-0.79;-3.33;3.15;8.52;4.54;10.92;-7.91;14.89;22.72;9.29;0.50;3.60;-5.32;2.03;1.51;-0.10
1,397;-0.47;9.48;-8.76;1.04;29.91;-3.25;2.83;50.23;2.98;-3.18;57.08;2.41;-3.81;40.48;5.51;-17.89;43.32;9.31;-34.29;45.56;13.60;-41.99;46.66;15.74;5.25;47.45;-2.90;8.28;43.58;14.64;2.64;27.61;17.72;-0.56;22.90;17.97;-3.63;8.88;-5.79;0.43;27.15;14.80;-1.39;5.35;-0.76;-3.31;3.17;8.55;4.58;10.90;-7.89;15.53;22.72;9.09;1.16;3.77;-5.19;3.43;1.42;-0.02
1,430;-0.42;9.49;-8.78;1.03;29.93;-3.24;2.78;50.28;3.01;-3.21;57.09;2.39;-3.72;40.71;5.55;-17.78;43.49;9.47;-34.15;45.50;14.00;-41.82;46.60;16.53;5.24;47.43;-2.96;8.34;43.31;14.49;2.95;27.30;17.82;-0.53;22.33;17.87;-3.60;8.90;-5.83;0.44;27.15;14.82;-1.38;5.35;-0.75;-3.30;3.18;8.57;4.63;10.89;-7.90;15.54;22.64;9.16;1.68;3.88;-5.17;4.25;1.17;-0.16
1,462;-0.37;9.49;-8.80;1.04;29.94;-3.23;2.76;50.31;3.03;-3.23;57.11;2.38;-3.60;40.99;5.61;-17.66;43.69;9.63;-34.01;45.42;14.40;-41.31;46.37;17.42;5.25;47.36;-3.03;8.43;42.99;14.34;3.27;26.94;17.92;-0.43;21.65;17.72;-3.56;8.93;-5.87;0.45;27.13;14.82;-1.36;5.33;-0.73;-3.28;3.18;8.59;4.68;10.87;-7.89;15.54;22.51;9.29;1.82;3.86;-5.32;4.42;1.16;-0.34
1,497;-0.31;9.49;-8.83;1.05;29.94;-3.23;2.74;50.32;3.05;-3.25;57.12;2.38;-3.48;41.28;5.67;-17.54;43.85;9.81;-33.86;45.32;14.77;-41.11;46.36;17.81;5.25;47.20;-3.06;8.52;42.62;14.24;3.57;26.54;18.04;-0.38;20.98;17.53;-3.50;8.96;-5.91;0.43;27.07;14.81;-1.35;5.26;-0.74;-3.24;3.18;8.61;4.76;10.84;-7.89;15.52;22.44;9.38;1.83;3.89;-5.38;4.46;1.19;-0.42
1,531;-0.25;9.47;-8.86;1.05;29.90;-3.22;2.69;50.24;3.10;-3.25;57.05;2.42;-3.37;41.52;5.73;-17.43;43.97;9.95;-33.74;45.18;15.09;-41.23;46.44;18.12;5.30;46.92;-3.08;8.52;42.43;14.24;3.55;26.37;18.14;-0.51;20.84;17.47;-3.46;8.96;-5.97;0.30;26.29;14.78;-1.45;4.63;-0.96;-3.22;2.97;8.50;4.83;10.79;-7.90;15.51;22.29;9.49;1.94;4.00;-5.09;4.83;0.95;-0.25
1,562;-0.20;9.40;-8.89;1.05;29.82;-3.21;2.64;50.14;3.15;-3.24;56.67;2.50;-3.29;41.68;5.78;-17.35;44.04;10.07;-33.65;45.03;15.32;-41.24;46.31;18.51;5.35;46.65;-3.08;8.60;41.99;14.20;3.74;25.92;18.22;-0.55;20.19;17.31;-3.41;8.92;-6.03;0.23;26.17;14.76;-1.52;4.51;-0.99;-3.22;2.94;8.51;4.89;10.70;-7.90;14.71;21.34;10.24;1.68;3.67;-5.30;4.92;0.99;-0.06
1,597;-0.14;9.32;-8.91;1.05;29.69;-3.17;2.59;49.95;3.25;-3.20;56.30;2.59;-3.23;41.77;5.82;-17.30;44.05;10.13;-33.59;44.87;15.48;-41.11;46.18;18.63;5.39;46.45;-3.05;8.66;41.66;14.19;3.88;25.57;18.27;-0.55;19.71;17.21;-3.36;8.87;-6.07;0.16;26.04;14.73;-1.60;4.39;-1.03;-3.21;2.90;8.52;4.96;10.60;-7.90;14.64;21.61;10.01;1.61;3.75;-5.29;4.98;0.96;0.01
1,628;-0.10;9.23;-8.91;1.05;29.54;-3.12;2.56;49.71;3.33;-3.16;55.90;2.68;-3.19;41.81;5.85;-17.27;44.03;10.17;-33.56;44.76;15.53;-41.12;45.83;18.65;5.45;46.17;-3.02;8.59;41.70;14.31;3.58;25.66;18.22;-0.61;20.12;17.30;-3.34;8.80;-6.08;0.08;25.90;14.71;-1.68;4.27;-1.07;-3.20;2.88;8.54;5.00;10.48;-7.88;14.64;21.66;9.93;1.46;3.77;-5.19;5.44;1.00;0.44
