Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
6,728;156.99;73.21;172.02;156.75;106.78;172.67;156.43;138.09;175.01;160.11;149.25;177.85;140.32;126.13;180.37;131.02;99.66;178.67;130.77;75.97;183.63;131.50;71.61;184.84;174.06;126.81;172.93;180.38;97.87;169.80;181.45;74.60;177.30;180.83;69.63;178.71;149.83;73.96;178.03;146.96;41.15;188.60;147.25;7.32;196.09;149.85;4.50;210.25;163.96;73.03;174.61;165.42;36.96;173.98;163.16;5.42;167.51;175.22;1.10;171.94
6,763;156.77;73.25;173.48;156.13;106.97;174.15;155.43;138.38;176.51;159.15;149.58;179.34;139.49;126.12;182.04;130.51;99.61;180.55;130.48;75.94;185.65;131.31;71.49;186.87;173.06;127.05;174.56;179.68;98.47;170.87;179.94;75.15;178.64;179.48;70.14;179.29;149.65;73.91;179.46;146.69;41.02;189.70;147.38;7.02;196.05;149.99;4.22;210.21;163.72;73.17;176.09;165.26;37.13;175.07;163.02;5.43;167.84;175.10;1.11;172.12
6,795;156.50;73.37;174.82;155.49;107.21;175.58;154.45;138.72;177.99;158.24;149.98;180.79;138.70;126.19;183.66;129.97;99.71;182.42;130.19;76.05;187.67;131.12;71.47;188.94;172.07;127.34;176.13;178.88;99.22;172.02;178.35;75.85;180.05;178.01;70.64;180.03;149.40;73.93;180.80;146.38;40.93;190.64;147.50;6.85;196.00;150.13;4.05;210.15;163.45;73.39;177.45;165.04;37.32;176.13;162.95;5.50;168.20;175.00;1.11;172.34
6,828;156.16;73.55;176.08;154.84;107.50;176.92;153.51;139.08;179.41;157.36;150.40;182.18;137.95;126.34;185.16;129.41;99.90;184.22;129.91;76.27;189.68;130.91;71.62;191.01;171.13;127.64;177.57;178.05;99.97;173.19;176.76;76.74;181.55;176.51;71.26;180.93;149.07;74.02;182.06;146.03;40.90;191.38;147.60;6.79;195.94;150.26;3.99;210.08;163.11;73.66;178.70;164.79;37.51;177.15;162.98;5.72;168.66;174.91;1.13;172.55
6,862;155.79;73.76;177.20;154.22;107.80;178.12;152.68;139.43;180.68;156.50;150.78;183.47;137.22;126.52;186.59;128.84;100.18;185.95;129.63;76.59;191.61;130.65;71.88;193.04;170.25;127.96;178.93;177.31;100.66;174.23;175.26;77.61;183.02;175.13;71.81;181.93;148.72;74.15;183.19;145.69;40.83;191.93;147.69;6.81;195.86;150.37;4.00;209.99;162.75;73.95;179.82;164.54;37.71;178.11;163.04;5.96;169.19;174.82;1.17;172.78
6,898;155.39;73.97;178.23;153.61;108.09;179.26;151.89;139.77;181.91;155.62;151.15;184.76;136.52;126.67;188.03;128.28;100.50;187.61;129.36;76.94;193.44;130.36;72.10;195.00;169.29;128.40;180.31;176.64;101.27;175.19;174.41;77.94;183.99;174.11;72.07;182.86;148.33;74.28;184.24;145.38;40.68;192.33;147.76;6.85;195.78;150.47;4.04;209.90;162.36;74.22;180.83;164.30;37.89;179.01;163.16;6.29;169.86;174.73;1.24;173.00
6,928;154.97;74.16;179.18;153.04;108.35;180.30;151.19;140.08;183.04;154.78;151.48;185.96;135.90;126.82;189.35;127.74;100.80;189.21;129.10;77.27;195.17;130.06;72.32;196.87;168.48;128.79;181.43;176.01;101.73;176.15;173.82;78.39;184.93;173.36;72.37;183.87;147.92;74.42;185.23;145.08;40.51;192.65;147.81;6.92;195.69;150.59;4.10;209.80;161.96;74.45;181.73;164.11;38.07;179.92;163.30;6.65;170.59;174.64;1.33;173.26
6,964;154.53;74.32;180.08;152.48;108.58;181.28;150.55;140.35;184.09;153.98;151.79;187.06;135.33;126.96;190.61;127.21;101.06;190.76;128.84;77.54;196.78;129.74;72.50;198.61;167.75;129.09;182.40;175.45;102.05;177.05;173.40;78.63;185.98;172.83;72.73;184.97;147.49;74.52;186.19;144.79;40.31;192.92;147.84;6.98;195.60;150.72;4.15;209.68;161.54;74.64;182.58;163.99;38.26;180.86;163.51;7.16;171.46;174.51;1.48;173.54
6,995;154.09;74.43;180.91;151.96;108.77;182.17;149.97;140.59;185.04;153.25;152.07;188.07;134.83;127.08;191.79;126.70;101.26;192.23;128.60;77.75;198.27;129.39;72.69;200.20;167.03;129.39;183.30;174.95;102.23;177.90;173.38;78.66;186.70;172.58;72.90;186.07;147.06;74.61;187.06;144.50;40.06;193.15;147.84;7.03;195.49;150.83;4.20;209.54;161.12;74.80;183.36;163.90;38.44;181.80;163.83;7.75;172.50;174.41;1.70;173.83
7,029;153.67;74.53;181.68;151.47;108.94;182.98;149.43;140.80;185.91;152.54;152.31;189.00;134.39;127.20;192.89;126.25;101.40;193.60;128.36;77.91;199.66;129.03;72.85;201.69;166.32;129.72;184.14;174.52;102.37;178.67;173.62;78.37;187.09;172.55;72.91;187.12;146.65;74.66;187.88;144.24;39.78;193.37;147.85;7.08;195.36;150.93;4.24;209.39;160.72;74.92;184.09;163.83;38.38;182.74;164.17;8.34;173.69;174.29;2.02;174.17
7,063;153.29;74.59;182.39;151.03;109.07;183.71;148.94;140.98;186.66;151.88;152.51;189.83;134.00;127.32;193.89;125.85;101.48;194.85;128.15;77.99;200.93;128.72;72.96;203.05;165.68;130.03;184.87;174.18;102.48;179.32;173.94;77.90;187.41;172.56;72.80;188.12;146.28;74.70;188.62;144.01;39.49;193.56;147.84;7.12;195.23;151.03;4.28;209.24;160.34;75.01;184.78;163.76;38.24;183.64;164.47;8.82;175.13;174.15;2.44;174.67
7,096;152.92;74.63;183.05;150.60;109.18;184.39;148.47;141.15;187.36;151.28;152.70;190.59;133.65;127.44;194.81;125.51;101.52;195.96;127.96;78.04;202.05;128.48;73.01;204.25;165.09;130.31;185.53;173.88;102.63;179.94;174.27;77.36;187.69;172.60;72.64;189.02;145.93;74.71;189.29;143.81;39.20;193.73;147.83;7.15;195.10;151.12;4.31;209.08;159.98;75.07;185.42;163.69;38.06;184.54;164.73;9.20;176.53;174.08;2.90;175.26
7,129;152.57;74.64;183.67;150.20;109.27;185.02;148.02;141.29;187.99;150.77;152.87;191.24;133.34;127.55;195.63;125.21;101.51;196.94;127.81;78.05;203.07;128.32;73.04;205.30;164.60;130.50;186.10;173.55;102.83;180.59;174.35;77.06;188.24;172.49;72.63;189.93;145.59;74.71;189.92;143.66;38.93;193.88;147.81;7.16;194.98;151.18;4.32;208.93;159.64;75.10;186.02;163.58;37.76;185.48;164.92;9.33;178.48;173.99;3.47;176.28
7,163;152.23;74.64;184.25;149.82;109.35;185.58;147.61;141.42;188.54;150.32;153.01;191.80;133.08;127.65;196.30;124.96;101.50;197.77;127.69;78.06;203.96;128.21;73.07;206.18;164.20;130.58;186.59;173.23;103.01;181.22;174.10;76.91;189.03;172.25;72.76;190.83;145.26;74.70;190.50;143.55;38.65;194.01;147.74;7.17;194.87;151.19;4.33;208.81;159.31;75.12;186.60;163.42;37.38;186.44;165.05;9.32;180.51;173.88;4.02;177.39
7,195;151.92;74.64;184.77;149.47;109.40;186.09;147.23;141.51;189.02;149.91;153.12;192.30;132.84;127.73;196.88;124.75;101.49;198.46;127.59;78.07;204.71;128.13;73.08;206.89;163.81;130.66;187.08;172.94;103.19;181.80;173.86;76.74;189.70;171.99;72.86;191.60;144.96;74.69;191.02;143.49;38.36;194.13;147.67;7.17;194.77;151.16;4.34;208.70;159.02;75.13;187.13;163.20;36.94;187.36;165.11;9.20;182.70;173.72;4.54;178.68
7,228;151.66;74.64;185.24;149.16;109.44;186.54;146.88;141.57;189.46;149.54;153.20;192.75;132.63;127.79;197.36;124.58;101.50;199.00;127.51;78.10;205.33;128.09;73.08;207.46;163.49;130.72;187.51;172.67;103.35;182.37;173.66;76.69;190.28;171.79;72.89;192.23;144.71;74.68;191.47;143.48;38.09;194.24;147.59;7.18;194.68;151.11;4.35;208.60;158.77;75.13;187.61;162.93;36.49;188.29;165.06;8.93;184.93;172.85;4.84;182.86
7,263;151.44;74.63;185.67;148.89;109.46;186.95;146.56;141.61;189.85;149.20;153.24;193.15;132.42;127.82;197.76;124.44;101.49;199.42;127.46;78.11;205.81;128.08;73.05;207.86;163.26;130.73;187.87;172.30;103.21;183.15;173.47;76.69;190.82;171.62;72.91;192.73;144.49;74.68;191.89;143.50;37.84;194.35;147.50;7.18;194.60;151.04;4.36;208.52;158.57;75.12;188.05;162.65;36.20;189.24;164.85;8.58;187.19;171.89;5.04;187.23
7,296;151.27;74.61;186.06;148.67;109.47;187.28;146.31;141.63;190.16;148.93;153.27;193.47;132.27;127.83;198.04;124.33;101.49;199.73;127.43;78.13;206.16;128.09;73.00;208.06;163.13;130.69;188.11;172.00;103.02;183.84;173.30;76.72;191.27;171.52;72.95;193.11;144.32;74.66;192.27;143.55;37.61;194.46;147.41;7.17;194.55;150.96;4.35;208.46;158.40;75.11;188.45;162.35;36.05;190.19;164.63;8.22;189.31;170.97;5.13;191.65
7,328;151.13;74.59;186.41;148.49;109.47;187.59;146.09;141.63;190.43;148.71;153.28;193.73;132.15;127.81;198.26;124.25;101.50;199.95;127.39;78.15;206.39;128.11;72.92;208.08;163.01;130.67;188.37;171.74;102.77;184.50;173.19;76.76;191.63;171.51;72.99;193.41;144.19;74.64;192.62;143.62;37.39;194.59;147.35;7.16;194.49;150.89;4.35;208.42;158.27;75.09;188.82;162.04;35.97;191.17;164.20;7.87;191.53;169.82;5.14;196.27
7,364;151.04;74.57;186.75;148.36;109.45;187.86;145.92;141.62;190.65;148.53;153.27;193.96;132.04;127.79;198.44;124.19;101.48;200.11;127.36;78.12;206.50;128.11;72.81;207.93;162.91;130.63;188.63;171.51;102.46;185.12;173.13;76.78;191.92;171.55;73.00;193.68;144.10;74.61;192.94;143.68;37.20;194.73;147.33;7.16;194.43;150.84;4.34;208.36;158.18;75.07;189.18;161.74;35.94;192.10;163.77;7.61;193.38;168.62;5.04;200.62
7,397;150.99;74.55;187.07;148.26;109.43;188.09;145.80;141.59;190.82;148.40;153.25;194.14;131.97;127.77;198.58;124.14;101.44;200.20;127.31;78.06;206.49;128.10;72.66;207.63;162.84;130.61;188.87;171.34;102.23;185.67;173.11;76.77;192.17;171.63;73.02;193.92;144.06;74.58;193.23;143.75;37.04;194.88;147.37;7.16;194.34;150.84;4.35;208.29;158.13;75.06;189.52;161.47;35.99;192.94;163.36;7.48;194.81;167.43;4.87;204.70
7,428;150.97;74.53;187.37;148.21;109.41;188.30;145.73;141.56;190.95;148.32;153.22;194.27;131.92;127.74;198.67;124.12;101.36;200.23;127.26;77.95;206.39;128.08;72.49;207.21;162.80;130.59;189.11;171.20;102.03;186.16;173.14;76.76;192.40;171.73;73.02;194.17;144.04;74.55;193.50;143.80;36.89;195.04;147.44;7.17;194.24;150.86;4.37;208.21;158.11;75.06;189.84;161.23;36.09;193.67;162.96;7.39;196.03;166.27;4.68;208.62
7,463;150.97;74.50;187.67;148.19;109.39;188.48;145.69;141.54;191.04;148.28;153.20;194.36;131.88;127.71;198.72;124.12;101.21;200.20;127.21;77.77;206.21;128.06;72.31;206.68;162.78;130.54;189.34;171.13;101.86;186.58;173.17;76.75;192.64;171.82;73.03;194.46;144.03;74.51;193.77;143.84;36.77;195.20;147.53;7.17;194.14;150.89;4.38;208.14;158.10;75.04;190.18;161.04;36.17;194.27;162.60;7.32;197.03;165.51;4.56;211.00
7,496;150.97;74.46;187.97;148.19;109.36;188.64;145.68;141.52;191.10;148.27;153.17;194.41;131.87;127.69;198.75;124.14;101.05;200.11;127.15;77.56;205.95;128.04;72.16;206.10;162.79;130.51;189.57;171.17;101.84;186.81;173.20;76.74;192.90;171.87;73.04;194.79;144.04;74.47;194.03;143.87;36.66;195.34;147.64;7.18;194.04;150.93;4.40;208.06;158.11;75.03;190.52;160.88;36.19;194.75;162.28;7.27;197.80;165.13;4.54;211.78
7,528;150.98;74.43;188.26;148.21;109.34;188.79;145.70;141.49;191.14;148.30;153.15;194.45;131.86;127.67;198.76;124.17;100.96;199.96;127.09;77.42;205.59;127.99;72.04;205.47;162.80;130.47;189.83;171.31;101.94;186.90;173.22;76.77;193.20;171.91;73.04;195.16;144.04;74.43;194.26;143.90;36.56;195.46;147.79;7.20;193.90;150.98;4.43;207.96;158.13;75.01;190.87;160.75;36.16;195.11;161.99;7.23;198.34;164.76;4.51;212.35
7,563;151.00;74.40;188.54;148.24;109.32;188.92;145.78;141.47;191.13;148.37;153.13;194.45;131.90;127.65;198.72;124.21;100.89;199.76;127.01;77.30;205.19;127.95;71.96;204.86;162.83;130.42;190.05;171.49;102.04;187.01;173.24;76.87;193.56;171.92;73.06;195.57;144.05;74.40;194.49;143.91;36.49;195.55;147.92;7.22;193.77;151.03;4.46;207.85;158.15;74.98;191.20;160.66;36.12;195.37;161.77;7.19;198.60;164.46;4.49;212.64
7,595;151.02;74.37;188.81;148.29;109.29;189.05;145.88;141.45;191.11;148.48;153.11;194.42;131.95;127.63;198.66;124.25;100.83;199.54;126.94;77.19;204.76;127.88;71.88;204.29;162.89;130.36;190.26;171.69;102.15;187.13;173.25;76.97;193.96;171.94;73.07;196.02;144.06;74.36;194.70;143.92;36.43;195.62;148.03;7.25;193.65;151.05;4.49;207.76;158.18;74.95;191.55;160.59;36.06;195.54;161.65;7.15;198.69;164.26;4.46;212.76
7,629;151.04;74.32;189.08;148.36;109.27;189.15;146.01;141.43;191.07;148.62;153.08;194.38;132.01;127.61;198.59;124.31;100.79;199.29;126.87;77.12;204.35;127.85;71.86;203.77;162.99;130.28;190.46;171.92;102.21;187.28;173.28;77.28;194.40;171.96;73.15;196.49;144.07;74.32;194.90;143.92;36.38;195.66;148.13;7.26;193.54;151.05;4.51;207.68;158.21;74.90;191.87;160.54;36.00;195.66;161.55;7.10;198.76;164.06;4.43;212.86
7,662;151.06;74.28;189.32;148.45;109.24;189.25;146.18;141.40;191.03;148.80;153.06;194.34;132.09;127.60;198.50;124.38;100.81;199.02;126.82;77.10;203.95;127.81;71.88;203.33;163.11;130.18;190.64;172.16;102.20;187.47;173.31;77.57;194.85;171.99;73.18;196.97;144.08;74.29;195.08;143.93;36.34;195.68;148.21;7.27;193.45;151.03;4.53;207.63;158.25;74.85;192.19;160.51;35.94;195.73;161.44;7.06;198.81;163.86;4.39;212.93
7,696;151.08;74.23;189.56;148.55;109.21;189.35;146.39;141.38;190.97;149.01;153.03;194.28;132.20;127.59;198.41;124.45;100.89;198.77;126.77;77.15;203.58;127.77;71.91;202.99;163.27;130.07;190.81;172.39;102.17;187.69;173.36;77.86;195.29;172.06;73.21;197.44;144.09;74.25;195.25;143.93;36.31;195.70;148.28;7.28;193.39;151.01;4.55;207.59;158.28;74.80;192.49;160.48;35.88;195.79;161.33;7.01;198.82;163.67;4.36;212.97
7,728;151.11;74.19;189.77;148.66;109.18;189.43;146.62;141.35;190.90;149.25;153.00;194.21;132.32;127.59;198.31;124.52;100.99;198.55;126.72;77.23;203.26;127.69;71.96;202.73;163.44;129.95;190.95;172.60;102.11;187.95;173.43;78.14;195.73;172.15;73.25;197.89;144.11;74.23;195.40;143.94;36.30;195.70;148.32;7.29;193.33;150.96;4.56;207.56;158.32;74.74;192.76;160.47;35.84;195.84;161.24;6.96;198.81;163.50;4.32;212.98
7,763;151.14;74.14;189.98;148.78;109.15;189.51;146.87;141.33;190.82;149.52;152.98;194.13;132.45;127.58;198.21;124.59;101.09;198.36;126.68;77.31;203.01;127.64;72.03;202.59;163.62;129.82;191.07;172.80;102.05;188.23;173.52;78.41;196.14;172.26;73.29;198.31;144.13;74.19;195.57;143.94;36.29;195.71;148.35;7.29;193.30;150.92;4.57;207.55;158.36;74.68;193.02;160.47;35.83;195.88;161.16;6.91;198.79;163.35;4.28;212.98
7,796;151.18;74.09;190.19;148.92;109.12;189.59;147.11;141.31;190.76;149.77;152.95;194.07;132.57;127.57;198.14;124.66;101.15;198.22;126.66;77.36;202.84;127.58;72.08;202.57;163.82;129.68;191.20;173.00;101.98;188.50;173.62;78.61;196.51;172.38;73.31;198.68;144.16;74.16;195.73;143.95;36.28;195.72;148.35;7.28;193.30;150.86;4.57;207.56;158.40;74.62;193.26;160.47;35.82;195.92;161.11;6.86;198.78;163.23;4.24;212.99
7,829;151.23;74.04;190.40;149.07;109.09;189.68;147.36;141.29;190.72;150.03;152.93;194.02;132.70;127.54;198.10;124.74;101.19;198.12;126.66;77.39;202.73;127.55;72.15;202.66;164.01;129.54;191.35;173.19;101.91;188.75;173.74;78.78;196.85;172.48;73.31;199.03;144.19;74.12;195.90;143.96;36.28;195.75;148.37;7.27;193.29;150.81;4.57;207.57;158.46;74.56;193.51;160.48;35.81;195.96;161.06;6.81;198.77;163.12;4.19;212.99
7,863;151.28;73.98;190.59;149.22;109.06;189.76;147.62;141.27;190.67;150.30;152.91;193.97;132.84;127.52;198.06;124.84;101.15;198.05;126.67;77.35;202.70;127.53;72.22;202.82;164.20;129.41;191.47;173.36;101.85;188.96;173.85;78.84;197.13;172.58;73.29;199.28;144.24;74.08;196.07;143.97;36.27;195.78;148.38;7.26;193.29;150.76;4.57;207.58;158.53;74.49;193.73;160.49;35.80;195.99;161.04;6.76;198.71;163.05;4.15;212.96
7,896;151.35;73.93;190.78;149.39;109.03;189.83;147.87;141.25;190.62;150.57;152.89;193.92;132.99;127.49;198.03;124.94;101.10;198.02;126.69;77.31;202.72;127.52;72.26;203.04;164.39;129.30;191.57;173.52;101.79;189.13;173.95;78.80;197.36;172.67;73.24;199.47;144.30;74.04;196.23;143.99;36.27;195.82;148.38;7.24;193.29;150.71;4.56;207.60;158.60;74.43;193.94;160.50;35.79;196.02;161.04;6.71;198.65;162.99;4.11;212.91
7,929;151.43;73.88;190.95;149.56;108.99;189.90;148.11;141.24;190.57;150.82;152.87;193.87;133.14;127.45;198.00;125.05;101.06;198.01;126.73;77.27;202.80;127.57;72.34;203.32;164.56;129.21;191.65;173.67;101.73;189.26;173.99;78.70;197.63;172.74;73.20;199.59;144.38;73.99;196.38;144.02;36.26;195.85;148.37;7.22;193.30;150.66;4.54;207.62;158.68;74.37;194.13;160.52;35.78;196.05;161.04;6.67;198.59;162.96;4.07;212.86
7,963;151.53;73.83;191.11;149.71;108.96;189.97;148.31;141.23;190.52;151.03;152.86;193.82;133.28;127.41;197.96;125.17;101.03;198.03;126.80;77.26;202.92;127.68;72.42;203.64;164.70;129.16;191.64;173.82;101.67;189.36;174.02;78.56;197.87;172.79;73.15;199.64;144.47;73.95;196.53;144.05;36.25;195.89;148.36;7.20;193.31;150.64;4.53;207.64;158.77;74.32;194.31;160.54;35.77;196.07;160.90;6.64;198.34;162.81;4.04;212.61
7,996;151.63;73.78;191.26;149.87;108.94;190.03;148.50;141.22;190.48;151.23;152.85;193.78;133.42;127.36;197.94;125.29;101.00;198.07;126.88;77.25;203.09;127.84;72.50;203.99;164.84;129.12;191.66;173.97;101.63;189.43;174.04;78.41;198.07;172.86;73.09;199.65;144.56;73.90;196.66;144.09;36.23;195.93;148.33;7.17;193.33;150.61;4.50;207.66;158.87;74.27;194.47;160.58;35.76;196.08;160.71;6.61;198.05;162.61;4.02;212.33
8,028;151.74;73.73;191.40;150.04;108.91;190.09;148.70;141.21;190.46;151.43;152.84;193.76;133.56;127.31;197.92;125.46;100.88;198.16;126.99;77.15;203.32;128.05;72.59;204.33;164.99;129.09;191.69;174.12;101.58;189.48;174.04;78.27;198.25;172.95;73.03;199.62;144.67;73.86;196.79;144.14;36.21;195.97;148.31;7.14;193.34;150.57;4.48;207.68;158.98;74.23;194.62;160.61;35.75;196.09;160.60;6.58;197.83;162.49;4.00;212.11
8,063;151.86;73.69;191.53;150.20;108.88;190.15;148.88;141.20;190.45;151.63;152.83;193.74;133.71;127.26;197.91;125.64;100.74;198.28;127.14;77.03;203.57;128.29;72.68;204.65;165.12;129.08;191.72;174.26;101.55;189.51;174.03;78.10;198.39;173.04;72.98;199.58;144.78;73.82;196.90;144.19;36.19;196.01;148.29;7.11;193.36;150.52;4.46;207.70;159.08;74.19;194.75;160.66;35.75;196.11;160.54;6.56;197.61;162.41;3.97;211.91
8,095;151.97;73.66;191.63;150.36;108.86;190.21;149.06;141.19;190.44;151.82;152.82;193.74;133.84;127.21;197.91;125.82;100.60;198.41;127.35;76.92;203.85;128.56;72.78;204.94;165.26;129.07;191.75;174.40;101.52;189.52;174.02;77.91;198.52;173.13;72.90;199.54;144.90;73.79;197.01;144.25;36.16;196.04;148.21;7.08;193.39;150.44;4.43;207.74;159.20;74.16;194.87;160.71;35.75;196.12;160.42;6.54;197.39;162.28;3.96;211.69
8,130;152.10;73.63;191.74;150.52;108.84;190.27;149.23;141.17;190.44;151.99;152.81;193.74;133.97;127.17;197.93;126.00;100.47;198.57;127.59;76.81;204.15;128.87;72.89;205.22;165.39;129.08;191.78;174.53;101.49;189.53;174.01;77.72;198.65;173.23;72.81;199.53;145.03;73.75;197.11;144.31;36.14;196.09;148.12;7.04;193.43;150.34;4.40;207.78;159.31;74.14;194.98;160.77;35.75;196.14;160.34;6.53;197.24;162.20;3.95;211.54
8,163;152.22;73.60;191.85;150.67;108.82;190.33;149.39;141.16;190.46;152.16;152.79;193.76;134.11;127.14;197.95;126.19;100.31;198.74;127.84;76.68;204.45;129.16;72.97;205.47;165.51;129.08;191.82;174.66;101.48;189.54;174.02;77.55;198.73;173.34;72.72;199.54;145.15;73.72;197.21;144.38;36.11;196.13;148.03;7.00;193.47;150.25;4.36;207.81;159.43;74.11;195.09;160.83;35.76;196.16;160.22;6.53;197.04;162.08;3.94;211.35
8,196;152.35;73.57;191.96;150.84;108.79;190.41;149.57;141.14;190.49;152.35;152.77;193.79;134.25;127.10;198.00;126.37;100.11;198.92;128.10;76.52;204.76;129.40;73.05;205.69;165.65;129.07;191.92;174.79;101.47;189.55;174.06;77.43;198.79;173.46;72.63;199.58;145.28;73.68;197.32;144.46;36.08;196.18;147.95;6.97;193.49;150.15;4.33;207.84;159.55;74.09;195.20;160.90;35.76;196.19;160.17;6.52;196.92;162.01;3.93;211.23
8,228;152.48;73.53;192.07;151.01;108.76;190.49;149.75;141.12;190.54;152.54;152.75;193.83;134.40;127.06;198.07;126.55;99.90;199.11;128.36;76.33;205.05;129.61;73.11;205.88;165.80;129.03;192.06;174.91;101.46;189.58;174.10;77.33;198.85;173.57;72.53;199.64;145.41;73.65;197.43;144.53;36.07;196.24;147.88;6.94;193.51;150.06;4.30;207.86;159.67;74.06;195.31;160.96;35.77;196.23;160.20;6.50;196.89;162.01;3.92;211.21
8,263;152.61;73.49;192.17;151.16;108.73;190.57;149.92;141.09;190.58;152.72;152.72;193.88;134.53;127.03;198.14;126.70;99.73;199.29;128.59;76.19;205.30;129.78;73.16;206.03;165.96;128.94;192.19;175.03;101.45;189.60;174.14;77.22;198.91;173.65;72.44;199.71;145.54;73.60;197.53;144.60;36.04;196.29;147.81;6.91;193.52;149.98;4.27;207.87;159.79;74.02;195.41;161.03;35.77;196.27;160.27;6.47;196.89;162.07;3.89;211.21
8,295;152.73;73.45;192.27;151.30;108.70;190.64;150.07;141.07;190.63;152.87;152.70;193.93;134.66;127.01;198.21;126.84;99.62;199.43;128.78;76.09;205.51;129.89;73.19;206.13;166.11;128.85;192.28;175.15;101.45;189.63;174.20;77.11;198.97;173.73;72.35;199.76;145.65;73.56;197.63;144.67;36.02;196.33;147.74;6.87;193.52;149.90;4.24;207.88;159.90;73.99;195.50;161.08;35.78;196.30;160.33;6.45;196.85;162.12;3.87;211.18
8,328;152.84;73.41;192.36;151.43;108.68;190.71;150.20;141.05;190.68;153.01;152.68;193.98;134.78;126.98;198.29;126.96;99.54;199.57;129.33;75.40;205.85;130.40;72.41;206.15;166.25;128.77;192.38;175.26;101.44;189.66;174.25;77.03;199.03;173.82;72.27;199.84;145.76;73.52;197.73;144.74;36.00;196.37;147.69;6.85;193.51;149.85;4.22;207.87;160.00;73.96;195.59;161.14;35.79;196.34;160.38;6.43;196.78;162.16;3.86;211.11
8,363;152.94;73.37;192.45;151.55;108.65;190.78;150.33;141.03;190.74;153.14;152.66;194.04;134.90;126.95;198.37;127.06;99.48;199.70;129.42;75.36;206.06;130.43;72.41;206.26;166.39;128.66;192.47;175.37;101.43;189.70;174.30;76.96;199.09;173.91;72.21;199.91;145.86;73.48;197.83;144.81;35.97;196.40;147.72;6.83;193.48;149.87;4.20;207.84;160.10;73.92;195.68;161.20;35.79;196.38;160.44;6.41;196.71;162.22;3.83;211.04
8,396;153.03;73.32;192.54;151.66;108.61;190.85;150.44;141.01;190.80;153.26;152.64;194.10;135.01;126.92;198.45;127.15;99.45;199.81;129.48;75.34;206.24;130.43;72.42;206.37;166.53;128.54;192.56;175.48;101.42;189.75;174.36;76.90;199.16;174.00;72.16;199.99;145.96;73.43;197.92;144.87;35.94;196.43;147.74;6.80;193.44;149.89;4.17;207.80;160.18;73.88;195.76;161.26;35.80;196.42;160.53;6.39;196.65;162.31;3.81;210.98
8,432;153.12;73.28;192.62;151.75;108.58;190.92;150.54;140.99;190.86;153.37;152.62;194.16;135.11;126.89;198.53;127.24;99.43;199.92;129.51;75.33;206.38;130.42;72.41;206.46;166.68;128.42;192.65;175.59;101.40;189.80;174.42;76.85;199.23;174.08;72.13;200.06;146.04;73.38;198.01;144.93;35.92;196.46;147.76;6.78;193.41;149.92;4.15;207.77;160.27;73.85;195.83;161.32;35.82;196.46;160.65;6.36;196.65;162.43;3.78;210.98
8,463;153.20;73.24;192.69;151.84;108.55;190.99;150.64;140.97;190.93;153.47;152.61;194.23;135.20;126.86;198.61;127.31;99.43;200.02;129.52;75.32;206.50;130.41;72.41;206.55;166.82;128.30;192.72;175.69;101.38;189.87;174.48;76.81;199.29;174.16;72.08;200.13;146.12;73.34;198.09;144.98;35.90;196.48;147.77;6.75;193.39;149.93;4.13;207.75;160.34;73.81;195.90;161.38;35.84;196.50;160.82;6.32;196.69;162.59;3.75;211.01
8,495;153.26;73.20;192.76;151.92;108.53;191.06;150.73;140.95;190.99;153.57;152.59;194.29;135.29;126.82;198.69;127.38;99.53;200.12;129.51;75.41;206.59;130.40;72.39;206.63;166.93;128.23;192.80;175.80;101.36;189.94;174.54;76.77;199.36;174.24;72.04;200.19;146.18;73.30;198.17;145.03;35.88;196.50;147.79;6.73;193.36;149.95;4.11;207.72;160.41;73.78;195.97;161.43;35.85;196.54;160.96;6.30;196.71;162.73;3.72;211.04
