Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
7,384;19.90;58.99;270.93;10.44;89.08;271.61;1.52;116.03;274.56;0.13;125.75;280.79;-11.85;106.62;279.30;2.70;99.93;280.57;-5.95;82.80;293.21;-4.60;78.70;296.49;34.54;112.69;280.39;50.04;100.19;267.98;46.37;76.83;276.40;43.81;74.80;278.51;7.51;58.70;273.55;6.21;22.67;271.04;28.42;22.75;262.52;20.63;22.77;270.87;30.59;60.54;276.35;25.76;21.52;280.77;11.77;34.02;259.06;19.17;33.51;274.39
7,416;19.95;58.83;271.50;10.61;89.06;272.08;1.83;116.28;275.03;0.46;126.02;281.28;-12.72;106.81;280.12;6.56;97.77;279.88;-6.92;81.94;294.84;-5.52;77.85;298.18;35.39;112.37;281.29;50.91;99.88;268.91;46.60;76.88;277.81;44.55;75.10;279.09;7.60;58.64;274.13;6.42;21.74;271.83;30.30;27.29;263.62;21.21;23.88;271.72;30.58;60.30;276.90;25.66;21.32;280.75;10.26;36.73;260.37;17.99;34.41;275.41
7,451;20.07;58.67;272.04;10.78;89.04;272.47;2.08;116.45;275.32;0.73;126.21;281.58;-13.08;106.94;280.50;8.15;96.05;280.49;-7.34;80.55;296.31;-5.47;76.75;298.79;36.20;112.16;281.83;51.74;99.25;269.95;46.78;76.60;279.32;44.96;75.02;279.88;7.77;58.57;274.70;6.54;20.85;272.49;32.18;31.31;264.89;21.63;24.65;272.62;30.64;60.07;277.41;25.83;21.13;280.59;9.70;38.54;261.35;17.31;34.86;276.17
7,484;20.27;58.51;272.55;10.96;89.02;272.78;2.26;116.54;275.41;0.92;126.31;281.68;-12.96;106.98;280.50;7.47;94.64;282.41;-7.51;78.82;297.49;-5.23;74.77;298.43;36.97;111.99;282.10;52.55;98.46;270.91;46.94;76.20;280.83;44.80;74.55;281.06;8.00;58.49;275.22;6.65;20.36;273.08;33.09;33.90;266.12;21.92;25.29;273.43;30.79;59.85;277.91;26.07;20.97;280.33;13.25;40.44;264.60;19.49;35.37;278.25
7,515;20.49;58.38;273.03;11.15;89.00;273.04;2.42;116.63;275.44;1.10;126.41;281.72;-12.83;107.04;280.48;7.00;93.35;283.76;-7.41;77.36;298.41;-5.73;73.01;299.45;37.77;111.85;282.38;53.27;97.61;271.85;47.05;75.71;282.29;44.37;73.84;282.39;8.24;58.44;275.70;6.77;20.30;273.60;33.15;34.49;266.91;22.11;25.54;274.01;30.98;59.67;278.37;26.37;20.86;280.08;16.50;42.29;267.61;21.52;35.70;280.14
7,550;20.72;58.28;273.43;11.33;88.99;273.26;2.59;116.72;275.47;1.28;126.50;281.74;-12.68;107.10;280.44;6.38;91.84;284.64;-6.97;75.08;296.61;-5.10;70.52;297.50;38.59;111.74;282.67;53.91;96.77;272.71;47.14;75.21;283.64;43.95;73.17;283.57;8.48;58.39;276.12;6.82;20.27;274.00;33.29;34.32;267.37;22.21;25.39;274.44;31.18;59.52;278.77;26.72;20.78;279.86;19.42;44.13;270.46;23.44;36.12;281.94
7,583;20.92;58.21;273.79;11.45;88.99;273.36;2.66;116.76;275.30;1.35;126.54;281.58;-12.62;107.12;280.27;5.85;90.46;285.73;-6.72;72.73;295.78;-4.99;67.71;296.10;39.38;111.76;282.88;54.45;95.93;273.51;47.23;74.65;284.86;43.44;72.51;284.63;8.69;58.36;276.48;6.87;20.25;274.32;33.60;33.93;267.92;22.38;25.09;274.86;31.35;59.42;279.15;27.10;20.75;279.65;22.18;46.01;273.34;25.29;36.58;283.76
7,615;21.07;58.15;274.08;11.50;88.98;273.39;2.65;116.76;275.04;1.34;126.52;281.31;-12.61;107.11;280.02;5.73;89.89;286.17;-5.81;70.10;294.32;-4.40;65.19;294.41;39.98;111.79;283.05;54.85;95.17;274.29;47.30;74.07;285.84;42.87;71.89;285.53;8.86;58.33;276.76;6.97;20.22;274.60;33.93;33.58;268.36;22.59;24.83;275.22;31.47;59.33;279.51;27.47;20.73;279.44;24.31;47.85;275.77;26.85;37.19;285.32
7,650;21.18;58.07;274.31;11.57;88.97;273.41;2.76;116.76;274.87;1.45;126.52;281.13;-12.53;107.11;279.86;6.00;89.99;285.63;-4.39;67.99;292.28;-3.28;63.17;291.96;40.29;111.76;283.42;55.02;94.61;275.11;47.39;73.47;286.55;42.42;71.33;286.17;8.96;58.28;276.92;7.09;20.15;274.88;34.22;33.24;268.70;22.80;24.54;275.52;31.58;59.22;279.85;27.75;20.70;279.23;27.04;49.49;278.85;28.98;37.87;287.20
7,683;21.26;57.99;274.48;11.63;88.95;273.44;2.85;116.76;274.74;1.55;126.51;281.00;-12.47;107.10;279.76;6.36;90.18;285.03;-3.32;66.37;290.11;-2.66;61.44;289.78;40.37;111.70;283.79;55.09;94.31;275.82;47.47;73.04;287.02;42.03;70.92;286.68;9.01;58.21;276.96;7.24;20.03;275.15;34.49;32.78;268.79;23.05;24.13;275.71;31.66;59.11;280.17;27.96;20.67;279.04;28.33;50.79;280.29;30.53;38.81;288.07
