Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
5,615;18.90;78.31;194.10;18.75;111.49;194.74;18.45;142.81;196.72;18.88;155.60;199.95;-0.40;132.08;198.77;-10.47;108.39;200.79;-2.75;86.98;211.16;1.94;80.24;213.77;37.61;134.10;195.94;47.18;111.12;181.53;46.49;87.55;188.79;45.10;81.65;191.43;9.23;78.13;198.08;6.74;39.47;194.94;8.92;9.37;196.03;9.35;1.96;206.06;27.69;78.26;198.24;28.43;41.78;197.72;26.11;9.10;179.14;26.98;1.85;187.95
5,650;18.79;78.14;196.07;18.59;111.33;196.99;18.25;142.62;199.24;18.62;155.19;202.48;-0.52;131.78;201.46;-10.60;108.29;204.18;-2.91;86.87;214.73;1.55;80.00;217.43;37.34;134.07;198.35;47.01;111.05;183.34;46.53;87.24;189.65;45.30;81.65;192.06;9.08;77.88;200.06;6.50;39.51;196.15;9.09;9.30;196.04;9.08;1.92;206.11;27.61;78.20;200.20;28.36;42.11;202.28;26.47;9.76;186.60;27.39;2.52;195.36
5,682;18.69;77.92;197.97;18.51;111.14;199.20;18.20;142.46;201.77;18.48;154.80;205.09;-0.53;131.48;204.09;-10.46;108.09;207.37;-3.05;86.73;218.29;1.10;79.80;221.19;37.18;133.96;200.76;46.91;110.92;185.30;46.61;86.80;190.63;45.55;81.55;192.78;8.94;77.61;201.94;6.57;39.58;197.73;9.34;9.25;196.12;8.75;1.86;206.13;27.54;78.02;202.12;28.30;42.09;206.59;26.89;9.99;194.79;27.74;3.11;204.42
5,716;18.63;77.63;199.89;18.53;110.95;201.39;18.29;142.33;204.23;18.48;154.43;207.75;-0.42;131.23;206.62;-10.11;107.86;210.35;-3.08;86.64;221.81;0.69;79.63;225.00;37.14;133.80;203.26;46.92;110.82;187.36;46.75;86.32;191.68;45.88;81.40;193.64;8.84;77.31;203.86;6.72;39.59;199.27;9.59;9.20;196.26;8.43;1.78;206.16;27.51;77.76;204.05;28.27;41.90;210.38;27.33;10.14;203.05;27.33;3.26;212.74
5,750;18.60;77.29;201.90;18.63;110.75;203.62;18.51;142.24;206.68;18.61;154.14;210.42;-0.13;131.00;209.12;-9.62;107.67;212.98;-3.00;86.66;225.09;0.37;79.62;228.75;37.22;133.56;205.79;47.07;110.72;189.51;46.99;86.04;192.98;46.24;81.26;194.72;8.78;76.99;205.86;6.93;39.52;200.82;9.82;9.12;196.46;8.15;1.64;206.20;27.51;77.42;206.07;28.17;41.51;213.73;27.72;10.28;210.59;27.55;3.77;221.12
5,783;18.59;76.95;204.17;18.80;110.55;205.96;18.84;142.14;209.12;18.89;153.85;213.11;0.28;130.80;211.54;-9.03;107.53;215.30;-2.84;86.83;228.24;0.21;79.84;232.33;37.45;133.32;208.35;47.34;110.57;191.79;47.35;85.80;194.59;46.60;81.20;196.12;8.73;76.67;208.09;7.19;39.31;202.38;9.98;8.97;196.77;7.94;1.39;206.28;27.52;77.07;208.37;27.99;41.04;216.70;28.05;10.29;217.29;27.06;4.11;228.45
5,816;18.54;76.62;206.46;19.01;110.36;208.31;19.29;142.05;211.54;19.32;153.51;215.79;0.77;130.68;213.79;-8.40;107.38;217.41;-2.59;87.07;231.20;0.26;80.28;235.63;37.82;133.02;210.93;47.71;110.38;194.30;47.85;85.55;196.63;46.97;80.82;197.96;8.65;76.37;210.33;7.59;39.01;204.11;10.07;8.80;197.19;7.79;1.09;206.39;27.49;76.72;210.70;27.73;40.50;219.35;28.29;9.18;223.39;27.09;3.66;235.52
5,850;18.50;76.31;208.89;19.29;110.20;210.74;19.87;141.99;213.97;19.83;153.22;218.47;1.33;130.67;215.91;-7.73;107.29;219.30;-2.28;87.37;233.87;0.52;80.88;238.57;38.32;132.72;213.52;48.18;110.14;197.01;48.32;85.27;198.88;47.33;80.34;200.23;8.61;76.11;212.69;8.03;38.62;205.97;10.13;8.61;197.77;7.64;0.73;206.55;27.45;76.39;213.21;27.47;39.94;221.80;28.46;8.00;228.26;27.07;3.11;241.28
5,883;18.52;76.09;211.52;19.67;110.10;213.25;20.57;141.98;216.36;20.48;152.89;221.14;1.96;130.75;217.89;-7.04;107.31;221.01;-1.94;87.73;236.17;0.92;81.56;241.09;38.92;132.45;216.06;48.74;109.88;199.91;48.89;84.99;201.60;47.73;79.81;202.89;8.64;75.92;215.22;8.41;38.21;207.94;10.15;8.43;198.54;7.54;0.32;206.73;27.44;76.14;215.94;27.33;39.56;224.17;28.56;6.76;231.79;27.06;2.24;245.26
5,915;18.63;75.96;214.23;20.13;110.09;215.79;21.34;142.02;218.72;21.20;152.62;223.77;2.69;130.91;219.89;-6.32;107.44;222.64;-1.53;88.09;238.16;1.45;82.21;243.14;39.58;132.26;218.67;49.36;109.63;202.97;49.53;84.76;204.70;48.19;79.43;205.90;8.76;75.81;217.76;8.55;37.95;210.16;10.09;8.33;199.61;7.54;-0.03;206.88;27.52;76.00;218.81;27.36;39.45;226.43;28.53;5.60;233.93;26.83;1.15;247.41
5,950;18.84;75.95;216.96;20.66;110.15;218.29;22.15;142.12;220.98;21.96;152.44;226.27;3.41;131.10;221.80;-5.60;107.59;224.16;-1.04;88.36;239.83;2.08;82.75;244.68;40.25;132.13;221.21;50.02;109.36;206.13;50.14;84.51;208.11;48.66;79.07;209.29;9.00;75.81;220.40;8.54;37.79;212.40;9.90;8.19;200.74;7.64;0.33;208.81;27.67;75.97;221.63;27.50;39.51;228.59;28.41;4.47;235.11;26.87;0.26;248.98
5,982;19.10;76.02;219.62;21.19;110.28;220.71;22.95;142.24;223.14;22.71;152.31;228.64;4.07;131.31;223.67;-4.87;107.74;225.67;-0.53;88.46;241.25;2.77;83.11;245.80;40.95;132.08;223.72;50.70;109.09;209.37;50.71;84.18;211.81;49.12;78.71;212.98;9.27;75.88;222.91;8.52;37.73;214.92;9.63;8.09;202.01;7.66;0.75;210.92;27.87;76.04;224.46;27.70;39.43;230.64;28.31;3.33;235.79;26.93;-0.63;250.06
6,016;19.42;76.21;222.15;21.72;110.48;223.00;23.67;142.41;225.18;23.39;152.24;230.89;4.62;131.56;225.45;-4.16;107.90;227.14;-0.01;88.45;242.50;3.54;83.32;246.58;41.61;132.09;226.18;51.37;108.85;212.62;51.25;84.03;215.67;49.56;78.25;216.90;9.61;76.07;225.31;8.50;37.89;217.72;9.39;8.01;203.49;7.60;0.48;211.64;28.13;76.22;227.10;27.98;39.48;232.58;28.26;2.27;236.28;26.99;-1.43;250.95
6,051;19.77;76.47;224.52;22.21;110.72;225.19;24.30;142.58;227.16;23.97;152.21;233.04;5.13;131.84;227.20;-3.50;108.11;228.56;0.48;88.40;243.62;4.28;83.45;247.15;42.25;132.14;228.51;52.05;108.74;215.81;51.62;83.99;219.47;49.87;78.00;220.92;9.98;76.35;227.61;8.40;38.18;220.55;9.18;8.00;205.27;7.58;1.08;214.38;28.43;76.44;229.55;28.30;39.55;234.34;28.33;1.82;236.50;27.19;-1.66;251.56
6,084;20.13;76.70;226.83;22.65;110.89;227.33;24.79;142.67;229.11;24.45;152.17;235.12;5.58;132.11;228.87;-2.93;108.31;229.96;0.93;88.24;244.56;4.96;83.39;247.59;42.81;132.18;230.78;52.69;108.76;218.88;51.91;84.10;223.34;50.06;78.23;224.96;10.35;76.61;229.81;8.15;38.61;223.49;8.97;8.01;207.11;7.37;1.01;215.74;28.75;76.62;231.97;28.62;39.44;235.90;28.47;1.93;236.49;27.14;-1.52;251.55
6,116;20.45;76.86;228.97;22.97;110.95;229.39;25.12;142.57;231.08;24.80;152.00;237.18;5.99;132.38;230.51;-2.44;108.54;231.33;1.32;88.06;245.36;5.52;83.29;247.92;43.31;132.17;232.97;53.28;108.85;221.78;52.06;84.29;227.16;50.22;78.58;228.95;10.66;76.84;231.84;7.88;39.09;226.51;8.69;8.10;209.39;7.04;1.10;217.79;29.03;76.70;234.22;28.90;39.25;237.21;28.57;2.06;236.48;27.07;-1.38;251.55
6,150;20.68;76.93;230.98;23.18;110.87;231.36;25.31;142.30;233.01;25.02;151.73;239.16;6.31;132.60;232.02;-2.06;108.72;232.65;1.70;87.91;246.20;5.95;83.04;248.25;43.75;132.08;235.05;53.83;108.98;224.47;52.10;84.59;230.70;50.28;79.04;232.82;10.88;77.01;233.77;7.65;39.49;229.55;8.34;8.29;211.95;6.61;1.32;220.43;29.25;76.66;236.31;29.13;38.97;238.30;28.60;2.15;236.49;26.93;-1.28;251.55
6,183;20.82;76.91;232.84;23.28;110.65;233.25;25.37;141.85;234.94;25.09;151.29;241.11;6.57;132.73;233.47;-1.78;108.83;233.91;2.03;87.81;247.13;6.36;82.79;248.77;44.11;131.88;237.06;54.33;109.16;226.98;52.09;85.04;233.96;50.26;79.48;236.47;10.98;77.10;235.52;7.48;39.70;232.50;8.02;8.45;214.96;6.00;1.23;223.02;29.41;76.52;238.27;29.26;38.59;239.17;28.62;2.19;236.56;26.79;-1.23;251.60
6,217;20.90;76.78;234.61;23.29;110.29;235.11;25.29;141.23;236.89;25.03;150.69;243.09;6.78;132.80;234.91;-1.56;108.90;235.11;2.27;87.75;248.13;6.63;82.54;249.52;44.38;131.58;238.96;54.79;109.34;229.27;52.06;85.61;236.93;50.18;80.02;239.78;11.00;77.09;237.17;7.30;39.73;235.35;7.75;8.75;218.54;5.26;0.92;225.14;29.51;76.27;240.14;29.33;38.21;239.96;28.56;2.17;236.63;26.59;-1.26;251.65
6,250;20.93;76.55;236.28;23.25;109.86;236.83;25.19;140.56;238.67;24.93;150.04;244.88;6.97;132.86;236.13;-1.35;108.94;236.30;2.44;87.71;249.20;6.70;82.78;250.42;44.57;131.25;240.58;55.19;109.51;231.35;51.95;86.06;239.56;50.04;80.64;242.72;10.98;76.99;238.77;7.13;39.31;238.07;7.54;8.77;222.42;4.29;1.30;229.15;29.59;75.94;241.88;29.35;37.80;240.71;28.41;2.09;236.66;26.32;-1.33;251.68
6,283;20.90;76.17;237.86;23.17;109.17;238.72;25.06;139.56;240.89;24.81;149.06;247.12;7.08;132.76;237.62;-1.19;108.84;237.45;2.76;87.74;250.51;6.91;82.60;251.66;44.69;130.75;242.41;55.50;109.67;233.23;51.79;86.36;241.89;49.87;81.30;245.23;10.88;76.72;240.27;6.97;38.61;240.66;6.97;7.93;226.60;3.66;0.86;234.09;29.61;75.46;243.55;29.32;37.20;241.45;28.14;1.91;236.69;25.96;-1.54;251.68
6,316;20.83;75.71;239.35;23.06;108.45;240.48;24.90;138.57;242.93;24.66;148.08;249.18;7.14;132.59;239.04;-1.04;108.64;238.70;3.06;87.65;251.88;7.10;82.34;253.02;44.72;130.23;244.08;55.75;109.77;234.91;51.63;86.57;243.93;49.67;81.56;247.34;10.73;76.35;241.72;6.87;37.60;243.27;5.52;7.00;231.52;2.25;0.33;239.71;29.61;74.93;245.08;29.27;36.54;242.23;27.87;1.68;236.76;25.62;-1.79;251.73
6,350;20.76;75.20;240.72;22.93;107.71;242.12;24.69;137.60;244.85;24.47;147.14;251.11;7.14;132.31;240.48;-0.94;108.33;239.97;3.68;87.04;253.78;7.22;81.96;254.45;44.67;129.71;245.62;55.93;109.83;236.39;51.46;86.67;245.70;49.45;81.60;249.12;10.59;75.94;243.08;6.81;36.59;245.75;4.49;5.87;237.11;1.37;-0.03;246.72;29.60;74.36;246.46;29.21;35.94;243.00;27.23;1.39;237.05;24.98;-2.10;252.00
6,383;20.73;74.65;242.00;22.80;106.94;243.71;24.45;136.61;246.78;24.23;146.16;253.05;7.07;131.95;241.92;-0.91;107.92;241.31;4.27;86.32;255.65;7.27;81.21;255.87;44.47;129.18;247.15;56.01;109.83;237.79;51.30;86.66;247.23;49.19;81.51;250.60;10.48;75.45;244.37;6.75;35.66;248.06;3.97;4.54;242.56;1.00;-0.62;253.50;29.63;73.80;247.72;29.14;35.38;243.79;26.55;1.10;237.36;24.27;-2.42;252.28
6,417;20.74;74.09;243.21;22.68;106.17;245.23;24.19;135.63;248.62;23.98;145.20;254.90;6.97;131.47;243.45;-0.96;107.42;242.73;4.80;85.51;257.44;7.30;80.47;257.29;44.25;128.68;248.54;56.02;109.76;239.04;51.12;86.51;248.60;48.92;81.29;251.85;10.44;74.90;245.60;6.74;34.85;250.16;3.60;3.08;247.56;0.86;-1.36;259.73;29.69;73.25;248.91;29.06;34.84;244.62;25.84;0.84;237.71;23.61;-2.72;252.61
6,450;20.79;73.47;244.40;22.57;105.39;246.70;23.93;134.68;250.39;23.72;144.26;256.69;6.84;130.94;244.94;-1.12;106.89;244.23;5.26;84.65;259.18;7.32;79.72;258.68;44.05;128.20;249.82;55.98;109.61;240.16;50.93;86.29;249.79;48.62;81.01;252.94;10.42;74.27;246.81;6.71;34.27;252.26;3.30;1.49;252.45;0.90;-2.26;265.88;29.78;72.69;250.09;29.00;34.35;245.46;25.15;0.57;238.07;23.00;-3.02;252.95
6,483;20.86;72.84;245.58;22.48;104.65;248.06;23.69;133.80;252.02;23.49;143.40;258.32;6.67;130.37;246.41;-1.37;106.34;245.75;5.26;84.33;260.96;7.47;79.29;260.32;43.86;127.76;250.99;55.90;109.38;241.17;50.73;86.02;250.86;48.31;80.65;253.93;10.43;73.60;247.99;6.70;34.02;254.33;3.22;-0.16;256.35;1.41;-3.51;270.76;29.89;72.15;251.27;28.95;33.88;246.28;24.54;0.32;238.46;22.50;-3.29;253.34
6,516;20.94;72.12;246.85;22.31;103.79;249.58;23.25;132.80;253.77;23.04;142.42;260.09;6.44;129.74;248.00;-1.72;105.74;247.27;5.22;83.88;262.58;7.55;78.70;261.85;43.53;127.22;252.31;55.73;109.12;242.21;50.52;85.73;251.91;48.00;80.22;254.93;10.44;72.84;249.29;6.73;34.12;256.33;3.78;-1.38;259.81;2.37;-4.68;274.50;30.03;71.52;252.51;28.93;33.45;247.11;23.95;-0.03;239.05;22.00;-3.66;253.90
6,551;21.06;71.47;248.09;22.14;103.06;250.90;22.80;131.97;255.21;22.59;141.60;261.53;6.20;129.14;249.39;-2.14;105.17;248.78;5.18;83.52;264.22;7.47;78.37;263.23;43.20;126.76;253.39;55.53;108.83;243.19;50.29;85.44;252.89;47.71;79.83;255.88;10.48;72.17;250.54;6.82;34.49;258.14;4.53;-2.19;262.69;3.18;-5.45;277.33;30.19;70.94;253.73;28.95;33.13;247.89;23.38;-0.33;239.68;21.54;-3.97;254.53
6,584;21.21;70.89;249.34;21.99;102.32;252.27;22.36;131.05;256.72;22.13;140.69;263.05;5.86;128.54;250.76;-2.59;104.60;250.28;4.59;83.69;266.09;7.16;78.21;264.79;42.85;126.31;254.50;55.26;108.53;244.17;50.04;85.15;253.85;47.41;79.55;256.82;10.55;71.57;251.81;6.98;35.01;259.68;5.41;-2.87;264.60;4.12;-6.12;279.21;30.39;70.42;254.96;28.98;32.90;248.66;22.86;-0.60;240.44;21.10;-4.25;255.28
6,617;21.37;70.30;250.61;21.85;101.57;253.64;21.91;130.13;258.20;21.68;139.79;264.53;5.48;127.91;252.18;-3.09;103.99;251.71;3.82;83.96;267.64;6.92;78.22;266.41;42.49;125.86;255.60;54.95;108.21;245.17;49.79;84.90;254.81;47.19;79.47;257.76;10.62;70.97;253.10;7.18;35.47;261.04;5.89;-3.51;265.78;4.68;-6.74;280.37;30.61;69.88;256.21;28.99;32.72;249.42;22.51;-0.87;241.15;20.86;-4.53;255.98
6,650;21.50;69.71;251.86;21.67;100.83;254.99;21.44;129.23;259.66;21.20;138.89;266.01;5.04;127.28;253.55;-3.62;103.38;253.10;2.92;84.11;269.16;6.70;78.39;268.09;42.53;125.16;256.40;54.86;107.51;245.87;49.47;84.57;255.84;46.98;79.45;258.72;10.67;70.40;254.33;7.37;35.84;262.23;6.17;-4.10;266.63;5.13;-7.34;281.19;30.79;69.33;257.46;29.01;32.53;250.12;22.20;-1.15;241.85;20.74;-4.82;256.68
6,684;21.59;69.11;253.03;21.46;100.06;256.31;20.94;128.30;261.18;20.68;137.98;267.53;4.53;126.69;254.87;-4.12;102.79;254.37;2.14;84.30;270.65;6.46;78.57;269.74;42.53;124.44;257.15;54.75;106.75;246.57;49.09;84.23;256.91;46.74;79.45;259.66;10.69;69.82;255.50;7.55;36.08;263.22;6.45;-4.72;266.84;5.59;-7.98;281.39;30.93;68.75;258.64;29.02;32.31;250.75;21.93;-1.47;242.56;20.66;-5.16;257.37
6,717;21.64;68.54;254.12;21.42;99.27;257.73;21.01;127.27;263.01;20.78;136.97;269.38;3.95;126.09;256.27;-4.65;102.17;255.58;1.57;84.16;272.07;6.12;78.46;271.17;43.06;123.55;258.23;54.48;105.87;247.09;48.67;83.87;258.10;46.52;79.46;260.59;10.69;69.30;256.56;7.71;36.18;263.92;6.74;-5.27;266.73;5.96;-8.59;281.23;31.01;68.17;259.75;29.02;32.11;251.32;21.67;-1.80;243.25;20.50;-5.54;258.01
6,751;21.64;68.06;255.07;21.54;98.58;259.02;21.32;126.37;264.65;21.13;136.09;271.04;3.41;125.57;257.47;-5.20;101.64;256.85;1.20;83.73;273.38;5.58;78.27;272.40;43.69;122.74;259.15;54.20;104.95;247.52;48.21;83.56;259.33;46.26;79.53;261.49;10.65;68.87;257.47;7.80;35.96;264.38;6.82;-4.23;266.87;6.85;-4.96;279.80;31.05;67.70;260.75;28.99;31.95;251.81;21.44;-2.03;243.81;20.37;-5.82;258.54
6,783;21.55;67.54;255.94;21.81;97.89;260.27;22.07;125.51;266.37;21.95;135.23;272.79;2.61;124.82;258.87;-5.83;100.88;257.89;0.78;83.29;274.69;5.09;78.11;273.58;43.77;121.45;259.78;54.41;104.14;247.81;47.77;83.50;260.38;46.00;79.81;262.33;10.50;68.37;258.26;7.79;35.53;264.68;7.07;-3.23;266.77;7.76;-1.32;278.17;31.00;67.19;261.69;28.91;31.84;252.24;21.24;-2.24;244.20;20.37;-6.12;258.88
6,817;21.37;66.96;256.75;22.10;97.20;261.50;22.86;124.71;268.05;22.81;134.45;274.49;1.80;124.04;260.24;-6.57;100.08;259.09;0.58;82.58;275.72;4.78;77.84;274.62;43.89;120.18;260.35;54.65;103.26;248.12;47.28;83.46;261.46;45.70;80.17;263.16;10.27;67.80;259.00;7.68;34.98;264.88;7.75;-2.26;266.45;8.98;2.31;276.35;30.88;66.64;262.58;28.77;31.76;252.69;21.12;-2.47;244.39;20.46;-6.42;259.02
6,851;21.09;66.29;257.52;22.37;96.49;262.70;23.65;123.97;269.71;23.67;133.73;276.19;0.95;123.19;261.59;-7.38;99.24;260.22;0.57;81.93;276.63;4.61;77.47;275.61;42.72;119.19;262.08;54.09;103.17;249.23;46.90;83.35;262.44;45.48;80.64;263.90;9.92;67.09;259.70;7.48;34.25;265.03;8.61;-1.37;266.06;10.26;5.89;274.48;30.68;66.06;263.41;28.60;31.72;253.18;21.06;-2.71;244.41;20.26;-6.73;258.99
6,883;20.77;65.61;258.28;22.63;95.80;263.87;24.47;123.27;271.32;24.56;133.05;277.83;0.08;122.32;262.92;-8.33;98.40;261.41;0.62;82.06;278.07;4.35;77.40;276.67;41.43;118.39;263.80;53.42;103.29;250.42;46.59;83.28;263.32;45.23;81.06;264.59;9.51;66.36;260.44;7.25;33.45;265.15;9.53;-0.47;265.64;11.49;9.50;272.61;30.46;65.49;264.20;28.41;31.75;253.85;20.81;-2.78;244.08;19.88;-6.87;258.61
6,916;20.41;64.94;259.08;22.92;95.19;264.92;25.36;122.70;272.71;25.53;132.49;279.25;-0.74;121.48;264.15;-9.37;97.63;262.78;0.65;81.79;279.30;4.16;77.19;277.72;39.99;117.78;265.56;52.63;103.62;251.71;46.34;83.25;264.08;45.00;81.53;265.21;9.05;65.62;261.25;7.02;32.61;265.23;9.97;0.40;265.34;12.34;13.06;270.89;30.22;64.93;264.99;28.26;31.84;254.85;21.07;-2.80;243.69;19.94;-6.96;258.16
6,951;20.07;64.33;259.95;23.14;94.64;266.03;25.98;122.18;274.00;26.20;131.99;280.57;-1.59;120.61;265.39;-9.71;96.67;265.00;1.03;80.53;280.58;4.35;76.26;278.32;38.34;117.31;267.12;51.88;104.02;253.09;46.11;83.20;264.83;44.75;81.57;265.89;8.58;64.93;262.16;6.79;31.79;265.31;10.35;1.33;265.17;13.09;16.72;269.40;30.01;64.47;265.82;28.22;31.90;256.18;21.81;-1.62;244.30;21.60;-4.11;257.94
6,984;19.71;63.77;260.91;22.62;94.07;267.30;25.15;121.59;275.40;25.34;131.43;281.98;-2.37;119.76;266.73;-9.97;95.69;267.11;1.27;79.25;281.90;4.52;75.26;279.01;36.46;116.85;268.47;51.09;103.89;254.80;45.92;82.46;265.62;44.36;80.98;266.72;8.07;64.26;263.15;6.58;31.12;265.43;10.66;1.61;264.89;13.40;18.40;268.67;29.80;64.06;266.76;28.38;31.85;258.10;22.26;-0.45;245.44;22.92;-1.07;258.14
7,017;19.40;63.29;261.89;21.89;93.54;268.46;23.81;120.96;276.67;23.92;130.84;283.26;-2.94;119.09;267.98;-11.00;95.18;269.09;1.27;78.80;283.02;4.35;74.83;280.06;34.91;116.63;269.88;50.09;103.72;256.50;45.80;81.57;266.42;44.06;80.26;267.65;7.62;63.69;264.21;6.37;30.66;265.62;10.86;1.31;264.40;13.29;18.13;268.63;29.64;63.73;267.66;28.72;31.70;260.59;22.79;2.04;247.13;24.78;1.79;258.47
7,051;19.17;62.90;262.88;20.13;93.06;269.23;20.53;120.43;277.06;20.43;130.32;283.63;-3.26;118.58;269.14;-11.92;94.89;270.87;1.14;78.54;284.16;3.82;74.51;281.41;33.70;116.63;271.40;48.89;103.51;258.17;45.75;80.54;267.27;43.46;79.05;269.23;7.26;63.21;265.26;6.17;30.30;265.90;10.95;1.15;263.85;13.16;17.95;268.58;29.55;63.46;268.59;29.12;31.48;263.33;23.46;3.26;249.04;25.53;5.47;259.88
7,084;19.19;62.44;263.95;18.35;92.45;269.75;16.93;119.44;276.78;16.60;129.30;283.28;-3.83;116.69;270.18;-11.05;92.90;271.59;0.39;78.95;286.08;3.05;74.60;283.00;33.18;116.43;272.36;48.13;102.93;259.39;45.72;79.53;268.10;42.88;77.68;270.83;7.16;62.59;266.39;5.96;29.86;266.15;10.92;0.92;263.21;12.98;17.65;268.47;29.68;63.20;269.61;29.54;30.33;266.23;23.51;5.44;249.97;25.99;8.48;261.29
7,116;19.31;62.02;264.98;16.59;91.86;270.10;13.37;118.54;276.32;12.80;128.36;282.76;-4.34;114.85;271.16;-12.95;94.33;275.12;-0.33;78.87;286.80;2.19;74.61;284.47;33.31;116.13;272.65;47.86;101.95;260.19;45.66;78.57;268.99;42.22;76.22;272.47;7.17;62.02;267.44;5.79;29.48;266.42;10.76;0.76;262.48;12.78;17.40;268.31;29.89;62.96;270.61;29.85;29.10;269.16;23.58;8.34;251.01;26.89;12.46;262.74
7,152;19.46;61.63;265.94;14.84;91.30;270.37;9.84;117.67;275.78;9.03;127.46;282.15;-4.78;113.10;272.01;-14.58;95.80;278.49;-1.07;78.85;287.43;1.28;74.72;285.96;33.43;115.82;273.02;47.69;101.03;261.03;45.59;77.65;269.89;41.53;74.76;274.07;7.22;61.47;268.47;5.65;29.12;266.72;11.58;0.91;261.80;13.23;17.45;268.22;30.11;62.76;271.52;29.97;27.79;272.00;23.75;11.24;252.35;27.60;16.84;264.46
7,183;19.62;61.22;266.84;13.11;90.75;270.53;6.35;116.87;275.16;5.30;126.62;281.46;-5.19;111.40;272.86;-16.35;97.19;281.47;-1.97;79.54;288.29;0.14;75.27;287.77;33.50;115.47;273.53;47.65;100.23;261.92;45.57;76.85;270.79;40.93;73.51;275.56;7.29;60.93;269.41;5.54;28.75;267.09;12.88;1.27;261.09;14.03;17.69;268.14;30.33;62.53;272.37;29.72;26.47;274.63;23.46;13.70;253.28;27.26;19.85;266.19
7,217;19.73;60.81;267.66;11.70;90.28;270.53;3.58;116.32;274.50;2.35;126.03;280.75;-6.45;109.91;274.18;-13.94;98.08;281.14;-3.00;80.90;289.12;-1.23;76.45;289.80;33.68;114.95;274.65;47.75;99.92;262.81;45.62;76.51;271.58;40.77;73.00;276.69;7.35;60.43;270.28;5.52;28.36;267.63;14.24;1.71;260.50;15.03;17.95;268.14;30.47;62.25;273.14;29.22;25.20;276.82;21.13;17.65;254.54;25.37;22.40;268.35
7,251;19.84;60.37;268.41;10.64;89.87;270.42;1.58;115.94;273.71;0.19;125.61;279.92;-7.73;108.45;275.32;-10.99;98.91;280.98;-3.84;82.01;290.04;-2.35;77.41;291.62;33.81;114.47;275.80;48.02;99.97;263.67;45.72;76.54;272.36;41.09;73.16;277.35;7.43;59.91;271.04;5.51;27.15;268.09;17.41;4.77;260.16;16.10;18.31;268.31;30.59;61.92;273.86;28.52;23.99;278.38;18.99;21.09;255.27;23.40;25.02;270.27
7,283;19.93;59.90;269.12;10.12;89.49;270.41;0.59;115.60;273.20;-0.86;125.25;279.38;-9.05;106.99;276.30;-7.46;99.69;281.16;-4.51;82.73;290.96;-3.07;78.12;293.08;33.92;114.03;276.96;48.38;100.02;264.67;45.83;76.57;273.23;41.56;73.43;277.71;7.52;59.40;271.75;5.57;25.90;268.67;20.47;8.89;260.68;17.30;19.16;268.85;30.67;61.55;274.56;27.72;22.81;279.42;16.78;24.70;255.72;21.69;27.45;271.68
7,316;19.96;59.52;269.77;10.13;89.24;270.66;0.68;115.53;273.32;-0.77;125.17;279.49;-10.21;106.30;277.22;-4.68;101.42;282.00;-4.83;83.13;291.35;-3.46;78.73;294.17;34.00;113.61;278.09;48.83;100.10;265.77;45.97;76.62;274.17;42.24;73.88;277.84;7.55;59.04;272.39;5.75;24.73;269.38;23.31;13.40;261.19;18.49;20.28;269.45;30.68;61.18;275.20;26.93;22.06;280.14;14.83;28.45;256.49;20.73;29.80;272.52
7,350;19.92;59.22;270.34;10.28;89.14;271.13;1.16;115.79;274.01;-0.26;125.47;280.21;-10.99;106.46;278.35;-1.45;102.09;281.13;-4.82;83.34;291.70;-3.53;79.24;294.97;34.14;113.08;279.36;49.33;100.20;266.93;46.17;76.70;275.20;43.02;74.36;278.09;7.50;58.83;272.96;5.98;23.67;270.20;26.06;18.08;261.73;19.69;21.54;270.11;30.63;60.84;275.77;26.22;21.76;280.59;13.34;31.43;257.76;19.98;32.02;273.43
