Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
2,721;-2.26;74.16;10.50;-3.37;104.16;10.79;-4.40;133.47;12.36;-4.40;147.93;17.42;-19.87;123.46;12.42;-27.81;103.73;12.07;-21.07;86.51;25.22;-17.45;80.26;28.57;11.87;122.80;12.36;16.80;100.04;11.07;17.94;79.17;19.99;16.60;73.07;23.83;-9.12;73.83;14.68;-11.47;40.86;15.23;-11.22;7.44;16.55;-11.04;3.56;30.01;4.80;74.61;13.69;8.67;41.84;26.12;8.01;10.55;16.69;8.56;6.16;28.59
2,754;-2.40;74.22;11.06;-3.46;104.20;11.56;-4.45;133.50;13.36;-4.41;147.90;18.52;-19.86;123.51;13.52;-28.12;103.85;13.06;-21.58;86.75;25.83;-17.95;80.45;29.33;11.83;122.82;13.17;16.72;100.08;11.65;18.00;79.21;20.39;16.91;73.01;24.33;-9.26;73.86;15.27;-11.74;40.88;15.37;-11.51;7.63;16.55;-11.23;3.73;30.00;4.67;74.69;14.21;8.85;42.02;27.63;8.46;10.41;20.52;9.09;6.01;32.41
2,788;-2.41;74.24;11.68;-3.45;104.22;12.38;-4.41;133.52;14.37;-4.28;147.89;19.62;-19.74;123.57;14.63;-28.27;103.94;14.00;-21.98;86.97;26.34;-18.25;80.66;30.04;11.93;122.84;14.06;16.77;100.13;12.29;18.14;79.21;20.79;17.29;72.91;24.73;-9.28;73.88;15.91;-11.97;40.87;15.54;-11.78;7.79;16.55;-11.43;3.87;29.99;4.67;74.71;14.82;9.02;42.05;28.70;9.11;9.89;24.39;9.80;5.48;36.27
2,820;-2.29;74.23;12.40;-3.31;104.22;13.30;-4.25;133.52;15.48;-4.04;147.86;20.73;-19.55;123.63;15.67;-28.31;103.98;14.98;-22.17;87.16;26.95;-18.36;80.76;30.86;12.11;122.86;15.06;16.91;100.19;13.00;18.45;79.15;21.22;17.76;72.85;25.13;-9.16;73.86;16.63;-12.15;40.81;15.79;-11.99;7.91;16.55;-11.62;3.96;29.98;4.79;74.71;15.54;9.19;42.09;29.48;9.87;9.57;28.09;10.34;6.07;40.66
2,853;-2.06;74.19;13.22;-3.06;104.18;14.27;-3.97;133.48;16.59;-3.64;147.83;21.89;-19.25;123.68;16.73;-28.19;104.06;16.03;-22.17;87.28;27.65;-18.22;80.84;31.66;12.39;122.84;16.18;17.22;100.22;13.85;18.83;79.08;21.69;18.34;72.70;25.58;-8.94;73.83;17.43;-12.25;40.81;16.17;-12.14;7.89;16.57;-11.79;3.92;29.99;5.02;74.66;16.39;9.37;42.03;30.06;10.70;9.63;31.38;10.75;6.35;44.46
2,887;-1.73;74.13;14.09;-2.68;104.12;15.29;-3.55;133.42;17.77;-3.15;147.81;23.06;-18.80;123.70;17.84;-27.90;104.12;17.10;-22.01;87.44;28.40;-17.87;81.02;32.50;12.78;122.76;17.40;17.65;100.19;14.86;19.42;78.97;22.30;19.02;72.44;26.04;-8.61;73.78;18.29;-12.27;40.74;16.69;-12.24;7.78;16.65;-11.93;3.80;30.06;5.34;74.59;17.25;9.58;41.84;30.51;11.42;9.47;33.90;11.26;6.08;46.64
2,921;-1.26;74.06;15.09;-2.13;104.06;16.43;-2.94;133.38;19.03;-2.53;147.82;24.29;-18.29;123.71;18.93;-27.48;104.11;18.15;-21.72;87.71;29.17;-17.36;81.38;33.33;13.31;122.71;18.67;18.19;100.17;15.98;20.14;78.73;23.09;19.77;72.04;26.56;-8.14;73.71;19.25;-12.19;40.59;17.30;-12.31;7.65;16.78;-12.05;3.65;30.18;5.81;74.53;18.30;9.82;41.58;30.84;12.05;9.27;35.84;11.83;5.87;48.58
2,955;-0.69;74.01;16.18;-1.52;104.05;17.59;-2.28;133.40;20.26;-1.81;147.91;25.46;-17.67;123.74;20.03;-26.83;104.17;19.29;-21.10;87.99;30.15;-16.62;81.71;34.28;13.93;122.68;19.98;18.86;100.16;17.22;20.86;78.48;23.82;20.65;71.70;27.17;-7.57;73.67;20.28;-11.95;40.41;18.08;-12.25;7.44;16.98;-12.06;3.44;30.38;6.36;74.48;19.44;10.10;41.31;31.14;12.65;9.09;37.15;12.36;5.69;49.88
2,987;-0.05;73.96;17.34;-0.83;104.04;18.78;-1.56;133.43;21.47;-0.97;147.98;26.72;-16.96;123.76;21.16;-26.06;104.16;20.41;-20.33;88.25;31.23;-15.69;82.01;35.35;14.65;122.63;21.37;19.58;100.14;18.45;21.75;78.27;24.73;21.57;71.46;27.86;-6.95;73.61;21.37;-11.60;40.21;18.91;-12.09;7.18;17.31;-11.98;3.18;30.71;7.00;74.43;20.68;10.48;40.98;31.47;13.20;8.81;37.76;12.82;5.41;50.49
3,019;0.63;73.92;18.50;-0.09;104.03;19.95;-0.76;133.46;22.66;-0.12;148.02;27.94;-16.19;123.79;22.26;-25.13;104.20;21.51;-19.28;88.46;32.55;-14.58;82.21;36.65;15.41;122.59;22.71;20.41;100.14;19.69;22.69;78.04;25.72;22.55;71.20;28.69;-6.26;73.58;22.45;-11.07;40.04;19.85;-11.86;6.89;17.71;-11.83;2.89;31.11;7.67;74.38;21.91;10.91;40.62;31.84;13.61;8.72;37.92;13.15;5.32;50.65
3,054;1.37;73.90;19.64;0.73;104.04;21.13;0.13;133.49;23.87;0.78;148.09;29.10;-15.35;123.83;23.35;-24.10;104.18;22.66;-17.98;88.41;34.09;-13.25;82.25;38.05;16.22;122.55;24.02;21.28;100.13;20.92;23.71;77.87;26.84;23.64;70.97;29.62;-5.53;73.57;23.51;-10.48;39.89;20.80;-11.50;6.62;18.16;-11.54;2.62;31.56;8.39;74.35;23.13;11.39;40.35;32.26;13.90;8.77;37.82;13.34;5.02;50.58
3,088;2.10;73.89;20.74;1.54;104.07;22.26;1.03;133.55;25.02;1.67;148.19;30.18;-14.47;123.86;24.46;-22.91;104.20;23.86;-16.79;88.55;35.52;-11.92;82.52;39.51;17.05;122.49;25.28;22.24;100.10;22.18;24.80;77.70;28.06;24.79;70.74;30.69;-4.80;73.58;24.55;-9.82;39.72;21.74;-11.02;6.55;18.65;-11.12;2.55;32.04;9.12;74.32;24.31;11.89;40.18;32.75;14.15;8.68;37.57;13.57;4.60;50.50
3,120;2.80;73.92;21.80;2.35;104.13;23.33;1.94;133.63;26.12;2.57;148.30;31.24;-13.59;123.95;25.50;-21.69;104.19;25.07;-15.62;88.84;36.91;-10.60;82.92;40.92;17.89;122.51;26.48;23.22;100.16;23.35;25.86;77.61;29.25;25.96;70.57;31.78;-4.10;73.63;25.54;-9.15;39.55;22.59;-10.51;6.62;19.13;-10.66;2.62;32.52;9.81;74.33;25.42;12.38;40.14;33.26;14.36;8.44;37.24;13.87;4.41;50.46
3,154;3.48;73.97;22.84;3.12;104.19;24.34;2.80;133.71;27.10;3.45;148.41;32.21;-12.69;124.05;26.50;-20.53;104.19;26.27;-14.42;89.09;38.37;-9.32;83.29;42.44;18.70;122.52;27.61;24.21;100.24;24.40;26.86;77.62;30.34;27.11;70.55;32.91;-3.43;73.72;26.52;-8.50;39.44;23.39;-10.00;6.79;19.65;-10.19;2.79;33.04;10.48;74.36;26.52;12.86;40.18;33.77;14.55;8.17;36.90;14.09;4.19;50.29
3,185;4.11;74.05;23.81;3.84;104.26;25.30;3.61;133.76;28.04;4.29;148.50;33.13;-11.80;124.16;27.46;-19.45;104.21;27.46;-13.23;89.27;39.93;-8.08;83.54;44.05;19.49;122.54;28.72;25.26;100.36;25.40;27.93;77.75;31.40;28.25;70.53;34.03;-2.81;73.82;27.43;-7.93;39.40;24.14;-9.54;7.01;20.13;-9.79;3.01;33.52;11.10;74.39;27.56;13.36;40.29;34.32;14.69;7.92;36.58;14.19;3.95;49.97
3,218;4.68;74.14;24.72;4.52;104.34;26.20;4.40;133.83;28.92;5.06;148.57;33.99;-10.99;124.28;28.30;-18.38;104.23;28.65;-12.12;89.46;41.50;-6.99;83.76;45.75;20.25;122.58;29.71;26.29;100.50;26.30;29.01;77.93;32.47;29.31;70.63;35.13;-2.24;73.95;28.28;-7.43;39.35;24.89;-9.16;7.29;20.62;-9.46;3.30;34.01;11.65;74.45;28.53;13.80;40.40;34.85;14.80;7.76;36.34;14.25;3.79;49.73
3,253;5.21;74.25;25.63;5.16;104.43;27.04;5.14;133.90;29.73;5.78;148.66;34.74;-10.21;124.40;29.05;-17.40;104.26;29.78;-11.15;89.67;42.95;-6.04;84.01;47.38;20.98;122.65;30.58;27.32;100.67;27.10;30.02;78.13;33.42;30.31;70.76;36.18;-1.71;74.10;29.13;-7.05;39.29;25.65;-8.83;7.60;21.08;-9.17;3.60;34.48;12.17;74.52;29.49;14.20;40.46;35.35;14.90;7.66;36.21;14.32;3.70;49.59
3,287;5.67;74.36;26.48;5.74;104.55;27.81;5.84;134.01;30.43;6.52;148.80;35.57;-9.50;124.51;29.74;-16.49;104.36;30.87;-10.40;90.00;44.24;-5.34;84.36;48.92;21.66;122.75;31.36;28.33;100.87;27.86;31.00;78.37;34.34;31.25;70.99;37.21;-1.24;74.26;29.93;-6.76;39.25;26.38;-8.61;7.94;21.57;-8.98;3.95;34.97;12.62;74.59;30.40;14.57;40.49;35.81;15.05;7.54;36.19;14.43;3.59;49.58
3,320;6.09;74.49;27.31;6.27;104.68;28.53;6.48;134.14;31.04;7.18;148.92;36.36;-8.80;124.62;30.40;-15.70;104.47;31.81;-9.78;90.40;45.40;-4.83;84.69;50.41;22.32;122.88;32.09;29.28;101.10;28.53;31.90;78.67;35.28;32.13;71.23;38.19;-0.79;74.43;30.73;-6.54;39.20;27.10;-8.54;8.19;22.08;-9.16;3.66;34.46;13.01;74.67;31.25;14.95;40.46;36.25;15.27;7.39;36.27;14.39;2.94;48.75
3,354;6.52;74.63;28.13;6.79;104.82;29.23;7.08;134.28;31.62;7.76;149.04;37.04;-8.16;124.71;31.00;-15.00;104.59;32.66;-9.18;90.66;46.51;-4.46;84.85;51.84;22.94;123.05;32.77;30.13;101.38;29.10;32.73;79.02;36.15;32.89;71.56;39.15;-0.36;74.60;31.50;-6.37;39.17;27.87;-8.58;8.37;22.86;-9.22;3.87;35.24;13.43;74.78;32.12;15.32;40.41;36.65;15.50;7.18;36.45;14.33;2.24;47.99
3,386;6.95;74.78;28.95;7.27;104.97;29.91;7.61;134.43;32.15;8.28;149.15;37.64;-7.60;124.80;31.54;-14.40;104.73;33.39;-8.63;90.78;47.57;-4.26;84.90;53.15;23.50;123.22;33.42;30.97;101.65;29.74;33.52;79.35;37.03;33.49;71.89;40.09;0.07;74.77;32.26;-6.24;39.12;28.80;-8.62;8.52;23.81;-9.42;3.55;35.41;13.84;74.91;33.01;15.71;40.35;37.05;15.77;6.93;36.69;14.56;2.01;48.23
3,420;7.35;74.92;29.76;7.72;105.10;30.55;8.09;134.56;32.64;8.74;149.26;38.18;-7.13;124.88;31.99;-13.87;104.84;34.02;-8.20;90.85;48.47;-4.20;84.85;54.30;24.01;123.39;34.10;31.71;101.90;30.37;34.19;79.69;38.01;34.00;72.27;41.12;0.47;74.91;33.00;-6.11;39.06;30.12;-8.51;8.49;25.34;-9.58;3.13;36.23;14.23;75.03;33.89;16.08;40.28;37.47;16.04;6.68;36.96;14.76;1.78;48.50
3,454;7.78;75.04;30.59;8.14;105.21;31.19;8.51;134.67;33.09;9.14;149.34;38.66;-6.70;124.95;32.39;-13.44;105.01;34.47;-7.95;90.89;49.19;-4.33;84.78;55.23;24.45;123.54;34.72;32.34;102.10;31.11;34.73;79.95;38.99;34.37;72.62;42.13;0.89;75.04;33.76;-5.94;39.08;31.69;-8.35;8.46;27.18;-9.66;2.77;37.49;14.65;75.13;34.78;16.42;40.23;37.91;16.32;6.42;37.27;14.96;1.54;48.82
3,488;8.22;75.16;31.42;8.54;105.31;31.81;8.87;134.76;33.50;9.47;149.42;39.10;-6.34;125.01;32.72;-13.11;105.17;34.81;-7.83;90.91;49.74;-4.62;84.71;55.92;24.79;123.68;35.37;32.86;102.25;31.98;35.14;80.13;39.98;34.61;72.80;43.24;1.32;75.16;34.53;-5.69;39.22;33.53;-8.19;8.40;29.52;-9.76;2.48;39.42;15.11;75.25;35.69;16.73;40.15;38.39;16.55;6.15;37.62;15.10;1.30;49.17
3,518;8.68;75.25;32.30;8.92;105.38;32.47;9.18;134.81;33.95;9.72;149.47;39.47;-6.04;125.07;32.99;-12.83;105.34;35.02;-7.88;90.95;50.11;-5.10;84.63;56.38;25.08;123.75;36.06;33.26;102.31;32.93;35.37;80.21;41.06;34.72;72.93;44.39;1.76;75.25;35.36;-5.38;39.38;35.59;-7.97;8.24;32.26;-9.85;2.16;41.71;15.58;75.34;36.60;17.00;40.06;38.92;16.73;5.91;38.00;15.13;1.08;49.54
3,554;9.11;75.33;33.14;9.25;105.43;33.09;9.42;134.83;34.35;9.90;149.46;39.82;-5.82;125.13;33.18;-12.57;105.56;35.01;-8.17;91.03;50.16;-5.72;84.58;56.48;25.30;123.79;36.71;33.53;102.30;33.88;35.39;80.21;42.12;34.62;72.99;45.55;2.17;75.32;36.17;-5.01;39.47;37.93;-7.68;8.09;35.62;-9.66;2.11;45.31;16.01;75.43;37.49;17.22;39.96;39.44;16.81;5.67;38.45;15.19;1.13;50.44
3,585;9.53;75.35;34.02;9.55;105.43;33.73;9.61;134.80;34.76;10.05;149.43;40.17;-5.66;125.15;33.36;-12.39;105.73;34.92;-8.56;91.07;49.98;-6.43;84.48;56.24;25.45;123.74;37.35;33.63;102.16;34.91;35.30;80.04;43.12;34.38;72.94;46.63;2.56;75.34;37.02;-4.55;39.41;40.46;-7.24;7.91;39.16;-9.34;2.01;49.09;16.44;75.46;38.39;17.38;39.86;39.97;16.84;5.49;38.95;15.32;1.48;51.87
3,620;9.88;75.35;34.89;9.79;105.38;34.35;9.75;134.73;35.13;10.16;149.37;40.55;-5.55;125.15;33.49;-12.31;105.84;34.73;-8.97;90.95;49.81;-6.98;84.21;55.66;25.53;123.63;37.94;33.61;101.94;35.89;35.08;79.86;44.07;34.00;72.89;47.60;2.90;75.33;37.89;-4.05;39.47;43.11;-6.70;7.81;43.12;-8.85;1.79;52.84;16.80;75.46;39.26;17.50;39.74;40.50;16.79;5.37;39.45;15.26;1.65;52.83
3,654;10.19;75.28;35.76;9.99;105.30;34.97;9.84;134.64;35.51;10.21;149.28;40.95;-5.47;125.09;33.70;-12.29;105.91;34.51;-9.36;90.39;49.60;-7.43;83.60;54.97;25.57;123.51;38.43;33.47;101.68;36.76;34.71;79.67;44.98;33.54;72.78;48.49;3.19;75.26;38.80;-3.51;39.49;45.60;-6.15;7.71;46.89;-7.92;1.93;57.04;17.12;75.40;40.10;17.57;39.63;41.02;16.71;5.31;39.97;15.09;1.60;53.34
3,687;10.45;75.18;36.61;10.14;105.19;35.59;9.89;134.52;35.89;10.22;149.15;41.39;-5.41;124.99;34.00;-12.35;105.88;34.30;-9.73;89.76;49.32;-7.85;82.94;54.17;25.58;123.37;38.87;33.26;101.40;37.50;34.29;79.48;45.78;32.98;72.66;49.24;3.45;75.16;39.70;-2.90;39.36;47.83;-5.55;7.61;50.42;-6.94;1.98;60.81;17.39;75.30;40.88;17.62;39.48;41.53;16.60;5.26;40.50;14.94;1.58;53.88
3,718;10.67;75.02;37.43;10.26;105.04;36.23;9.89;134.36;36.35;10.19;148.99;41.85;-5.38;124.84;34.47;-12.49;105.82;34.14;-10.18;89.18;48.91;-8.21;82.37;53.33;25.57;123.18;39.30;33.01;101.11;38.07;33.84;79.32;46.47;32.44;72.59;49.86;3.67;75.00;40.61;-2.17;39.20;49.71;-4.78;7.70;53.67;-6.00;2.40;64.57;17.60;75.16;41.61;17.66;39.25;42.05;16.48;5.29;41.03;14.84;1.62;54.42
3,754;10.84;74.85;38.20;10.33;104.87;36.87;9.86;134.18;36.84;10.12;148.80;42.43;-5.38;124.63;35.13;-12.71;105.74;34.06;-10.60;88.60;48.49;-8.45;81.82;52.59;25.55;123.01;39.68;32.74;100.84;38.48;33.43;79.19;47.03;31.94;72.56;50.29;3.84;74.82;41.49;-1.37;39.05;51.18;-3.92;7.87;56.49;-4.89;2.81;67.82;17.76;74.99;42.27;17.68;39.05;42.55;16.39;5.33;41.53;14.84;1.67;54.94
3,788;10.99;74.68;38.92;10.37;104.69;37.53;9.78;133.97;37.45;10.01;148.60;43.01;-5.43;124.44;35.87;-13.05;105.62;34.25;-10.92;88.02;48.23;-8.65;81.24;52.15;25.49;122.84;40.10;32.42;100.60;38.84;33.01;79.06;47.50;31.44;72.50;50.61;3.98;74.64;42.32;-0.61;38.91;52.30;-3.08;8.07;58.70;-3.37;2.78;69.67;17.90;74.83;42.90;17.70;38.85;43.08;16.34;5.39;41.98;14.89;1.74;55.40
3,821;11.11;74.52;39.61;10.38;104.51;38.22;9.65;133.78;38.14;9.86;148.42;43.68;-5.52;124.28;36.74;-13.50;105.46;34.78;-11.18;87.43;48.38;-8.77;80.74;52.10;25.37;122.72;40.60;32.09;100.44;39.13;32.65;78.97;47.86;31.01;72.48;50.78;4.11;74.47;43.10;0.13;38.81;53.06;-2.25;8.31;60.29;-2.36;3.23;71.54;18.02;74.69;43.48;17.73;38.67;43.62;16.42;5.49;42.42;15.08;1.84;55.86
3,854;11.21;74.38;40.20;10.35;104.37;38.88;9.48;133.63;38.88;9.67;148.26;44.40;-5.64;124.15;37.68;-13.96;105.35;35.50;-11.36;86.85;49.02;-8.84;80.24;52.56;25.22;122.64;41.15;31.79;100.38;39.37;32.32;78.92;48.17;30.67;72.44;50.90;4.20;74.33;43.79;0.80;38.72;53.51;-1.61;8.46;61.21;-1.25;3.30;72.29;18.12;74.56;43.99;17.77;38.51;44.13;16.56;5.56;42.82;14.83;1.45;55.17
3,887;11.31;74.26;40.73;10.31;104.26;39.53;9.26;133.53;39.66;9.47;148.13;45.20;-5.77;124.03;38.78;-14.42;105.29;36.56;-11.55;86.62;49.91;-8.96;80.05;53.57;25.04;122.61;41.78;31.50;100.38;39.60;32.04;78.86;48.39;30.43;72.40;50.91;4.30;74.19;44.41;1.41;38.59;53.70;-1.06;8.57;61.55;-0.47;3.34;72.50;18.22;74.46;44.42;17.80;38.34;44.59;16.59;5.61;43.46;15.01;1.49;55.82
3,920;11.40;74.19;41.19;10.25;104.19;40.16;9.05;133.46;40.48;9.26;148.05;46.00;-5.92;123.97;39.86;-14.84;105.28;37.84;-11.66;86.65;51.13;-9.02;80.05;55.00;24.86;122.60;42.44;31.22;100.43;39.84;31.84;78.79;48.52;30.31;72.40;50.87;4.38;74.10;44.94;1.94;38.56;53.69;-0.67;8.74;61.61;0.01;3.34;72.32;18.31;74.40;44.80;17.82;38.19;45.00;16.67;5.62;43.90;15.23;1.48;56.27
3,952;11.46;74.14;41.59;10.19;104.15;40.78;8.84;133.42;41.32;9.04;148.01;46.85;-6.09;123.94;40.94;-15.17;105.40;39.27;-11.68;86.79;52.63;-9.03;80.25;56.89;24.68;122.64;43.11;30.95;100.52;40.11;31.67;78.75;48.62;30.25;72.39;50.82;4.42;74.05;45.42;2.30;38.57;53.59;-0.42;8.83;61.34;0.38;3.19;71.71;18.39;74.36;45.13;17.84;38.09;45.32;16.77;5.64;44.09;15.46;1.48;56.46
3,988;11.51;74.12;41.93;10.12;104.15;41.39;8.64;133.44;42.21;8.85;148.04;47.73;-6.26;123.97;41.99;-15.43;105.50;40.90;-11.72;87.21;54.34;-9.01;80.62;59.09;24.51;122.71;43.77;30.71;100.64;40.43;31.53;78.71;48.70;30.23;72.37;50.81;4.46;74.02;45.81;2.46;38.53;53.50;-0.31;8.84;60.85;0.64;2.85;70.70;18.45;74.35;45.43;17.87;38.05;45.53;16.89;5.60;44.10;15.70;1.42;56.47
4,019;11.55;74.12;42.24;10.05;104.18;41.95;8.44;133.51;43.04;8.68;148.11;48.59;-6.41;124.02;43.03;-15.60;105.60;42.56;-11.71;87.73;56.26;-8.84;81.10;61.45;24.35;122.82;44.40;30.48;100.78;40.79;31.45;78.69;48.77;30.26;72.31;50.82;4.49;74.02;46.16;2.49;38.52;53.47;-0.29;8.84;60.31;0.58;2.71;69.99;18.50;74.36;45.68;17.91;37.93;45.58;16.99;5.58;44.02;15.93;1.37;56.38
4,054;11.57;74.13;42.53;9.96;104.23;42.53;8.24;133.61;43.90;8.52;148.20;49.49;-6.57;124.06;44.10;-15.69;105.55;44.41;-11.57;88.24;58.31;-8.47;81.60;63.87;24.19;122.92;45.06;30.28;100.93;41.22;31.45;78.70;48.91;30.39;72.23;51.05;4.50;74.03;46.51;2.45;38.56;53.54;-0.34;8.81;59.83;0.48;2.53;69.32;18.53;74.37;45.92;17.94;37.84;45.55;17.03;5.52;43.80;16.10;1.29;56.15
4,085;11.60;74.15;42.85;9.87;104.29;43.12;8.04;133.71;44.78;8.37;148.30;50.34;-6.73;124.09;45.23;-15.70;105.47;46.15;-11.35;88.82;60.12;-7.98;82.21;66.17;24.05;123.03;45.71;30.09;101.05;41.73;31.45;78.73;49.21;30.53;72.24;51.50;4.54;74.05;46.91;2.35;38.65;53.67;-0.42;8.79;59.45;0.47;2.31;68.66;18.55;74.38;46.16;17.96;37.77;45.46;16.99;5.46;43.45;16.46;1.43;56.35
4,119;11.60;74.16;43.22;9.76;104.35;43.77;7.82;133.81;45.68;8.21;148.40;51.20;-6.88;124.10;46.35;-15.68;105.36;47.78;-10.99;89.37;61.84;-7.41;82.85;68.27;23.90;123.13;46.37;29.88;101.14;42.39;31.43;78.77;49.73;30.61;72.27;52.18;4.55;74.06;47.36;2.21;38.71;53.87;-0.46;8.79;59.19;0.36;2.30;68.41;18.55;74.39;46.44;17.96;37.64;45.34;16.96;5.42;42.86;16.83;1.59;56.29
4,152;11.56;74.18;43.68;9.61;104.41;44.48;7.60;133.91;46.61;8.03;148.51;52.09;-7.06;124.13;47.44;-15.63;105.22;49.26;-10.63;89.88;63.33;-6.76;83.47;70.05;23.73;123.21;47.07;29.65;101.17;43.21;31.35;78.83;50.60;30.63;72.28;53.20;4.51;74.09;47.92;2.05;38.77;54.14;-0.50;8.81;59.00;0.30;2.32;68.22;18.50;74.40;46.82;17.94;37.41;45.21;16.95;5.39;42.14;16.94;1.53;55.56
4,187;11.45;74.18;44.26;9.43;104.45;45.26;7.35;134.00;47.58;7.84;148.65;52.99;-7.24;124.12;48.58;-15.62;105.03;50.74;-10.32;90.33;64.60;-6.11;84.01;71.46;23.52;123.28;47.86;29.40;101.18;44.17;31.22;78.88;51.62;30.55;72.37;54.42;4.42;74.10;48.57;1.85;38.82;54.47;-0.57;8.82;58.91;0.29;2.29;68.08;18.38;74.38;47.32;17.90;37.14;45.11;16.86;5.37;41.56;16.97;1.49;54.97
4,219;11.24;74.18;45.00;9.18;104.50;46.14;7.08;134.08;48.59;7.60;148.78;53.87;-7.44;124.15;49.68;-15.62;104.78;52.16;-9.96;90.57;65.79;-5.41;84.28;72.57;23.27;123.34;48.76;29.10;101.18;45.26;31.01;78.96;52.75;30.32;72.48;55.85;4.22;74.12;49.39;1.63;38.86;54.86;-0.67;8.81;58.93;0.32;2.21;67.97;18.16;74.36;47.99;17.81;36.80;45.11;16.72;5.35;41.15;16.90;1.45;54.56
4,252;10.95;74.17;45.87;8.90;104.53;47.11;6.81;134.14;49.64;7.32;148.91;54.78;-7.65;124.17;50.79;-15.63;104.55;53.45;-9.58;90.59;66.85;-4.76;84.41;73.35;22.98;123.39;49.74;28.76;101.17;46.44;30.61;79.08;54.33;29.96;72.66;57.54;3.94;74.13;50.30;1.39;38.87;55.31;-0.77;8.78;59.01;0.36;2.09;67.91;17.87;74.34;48.81;17.65;36.43;45.38;16.46;5.33;40.96;16.68;1.42;54.36
4,285;10.60;74.15;46.87;8.56;104.56;48.15;6.50;134.21;50.71;7.01;149.03;55.72;-7.90;124.17;51.92;-15.64;104.40;54.58;-9.27;90.57;67.68;-4.34;84.48;73.86;22.68;123.41;50.76;28.42;101.12;47.66;30.15;79.23;55.91;29.50;72.94;59.36;3.61;74.11;51.33;1.10;38.84;55.82;-0.88;8.70;59.15;0.43;1.92;67.88;17.51;74.31;49.77;17.40;36.16;46.05;16.11;5.34;41.10;16.37;1.43;54.50
4,319;10.19;74.12;47.96;8.18;104.58;49.24;6.17;134.27;51.78;6.69;149.13;56.71;-8.16;124.16;52.99;-15.72;104.31;55.55;-9.13;90.52;68.40;-4.14;84.51;74.19;22.34;123.40;51.83;28.08;101.09;48.85;29.62;79.40;57.53;28.94;73.22;61.18;3.21;74.08;52.43;0.75;38.85;56.39;-0.99;8.59;59.35;0.52;1.73;67.91;17.11;74.30;50.84;17.22;36.00;47.30;15.69;5.42;41.67;15.96;1.52;55.07
4,352;9.75;74.10;49.10;7.80;104.58;50.34;5.86;134.30;52.83;6.39;149.21;57.69;-8.42;124.12;54.01;-15.86;104.25;56.47;-9.03;90.03;69.37;-4.05;84.06;74.71;22.01;123.39;52.87;27.72;101.03;50.00;29.08;79.58;59.03;28.33;73.55;62.92;2.76;74.04;53.56;0.33;38.83;57.01;-1.03;8.42;59.56;0.59;1.52;68.01;16.68;74.29;51.99;17.11;35.97;49.05;15.32;5.53;42.53;15.59;1.63;55.93
4,385;9.32;74.09;50.22;7.44;104.58;51.41;5.58;134.30;53.86;6.11;149.24;58.71;-8.69;124.08;55.05;-16.10;104.16;57.36;-9.03;89.56;70.19;-4.19;83.55;75.12;21.68;123.36;53.92;27.35;101.00;51.04;28.52;79.74;60.44;27.71;73.84;64.53;2.32;74.00;54.68;-0.10;38.82;57.62;-1.13;8.19;59.87;0.70;1.23;68.15;16.27;74.31;53.12;17.12;36.18;51.32;14.99;5.66;43.57;15.26;1.76;56.98
4,420;8.93;74.10;51.31;7.12;104.58;52.48;5.33;134.28;54.90;5.87;149.24;59.71;-8.93;124.05;56.02;-16.40;104.09;58.19;-9.17;89.07;71.01;-4.58;82.97;75.57;21.39;123.33;54.94;27.00;100.97;51.96;27.99;79.87;61.74;27.14;74.03;66.00;1.91;73.98;55.77;-0.58;38.91;58.29;-1.20;7.99;60.20;0.76;0.96;68.32;15.91;74.35;54.21;17.28;36.61;54.05;14.72;5.77;44.83;14.97;1.88;58.23
